PSGC_BRGY,both_age_6_to_16,Access_Scores_Queen,Access_Scores_Queen (distance only)
PH157011009,723.0,0.09098584687359268,0.9166666666666665
PH157011010,223.0,0.08081088564533655,0.3333333333333333
PH157011011,349.0,0.08724522066972906,0.5
PH157011012,775.0,0.09407598081806982,1.0
PH157011013,722.0,0.09843664633035308,1.0
PH157011014,404.0,0.10705565813140505,1.0
PH157011015,591.0,0.06186480700139933,0.5833333333333333
PH157011016,604.0,0.18704422838518348,1.8333333333333333
PH156607031,256.0,0.05128430799940597,0.30000000000000004
PH156607033,203.0,0.08500545071159853,0.5568181818181818
PH156607034,526.0,0.0758897275705566,0.43181818181818177
PH156607036,3110.0,0.05036125734908784,0.7361111111111112
PH156607037,433.0,0.13764555704821146,1.0833333333333333
PH156607038,181.0,0.05302134683047588,0.28181818181818186
PH156607039,425.0,0.0762031485241443,0.6206349206349207
PH156607040,191.0,0.07560730495880295,0.3929292929292929
PH156607042,470.0,0.01971449732450447,0.25
PH156607043,219.0,0.05302134683047588,0.28181818181818186
PH156608003,381.0,0.1993422702445743,2.0500000000000003
PH156608006,604.0,0.15381357499752307,1.85
PH156608007,810.0,0.29788291176862036,2.95
PH156608009,602.0,0.2384807570251421,2.25
PH157006030,255.0,0.0,0.0
PH157006032,171.0,0.11482215146027182,0.43333333333333335
PH157006033,214.0,0.08320429855150031,0.35
PH157006034,266.0,0.08619376644009377,0.35
PH157006035,265.0,0.08320429855150031,0.35
PH157006036,353.0,0.0,0.0
PH157006037,149.0,0.0,0.0
PH157006038,193.0,0.19934624189724592,0.5833333333333333
PH157006039,121.0,0.0,0.0
PH150713006,1302.0,0.06356805163841617,1.0
PH150713010,691.0,0.07988452148675476,0.8333333333333333
PH150713011,577.0,0.16351803832539544,1.8333333333333333
PH150713012,969.0,0.11253325242928407,1.3333333333333333
PH156601001,689.0,0.03652684604569936,0.9182900432900434
PH156601002,578.0,0.10766551963322399,1.0115440115440113
PH156601003,1569.0,0.10042140862388155,1.4261904761904762
PH156601004,938.0,0.09848395816055434,1.7619047619047619
PH156601005,279.0,0.09825940199680042,0.6666666666666666
PH156601006,463.0,0.12215722012031341,1.0694444444444444
PH156601007,495.0,0.017928094430468455,0.1111111111111111
PH156601008,545.0,0.0496083474160409,0.3472222222222222
PH156601010,589.0,0.1239385816017896,1.6261904761904762
PH156601011,4065.0,0.07231797395876305,3.6742424242424234
PH156601012,513.0,0.14598550068666385,1.2916666666666667
PH156601013,298.0,0.04391559647100157,0.29166666666666663
PH156601014,471.0,0.08522906620592964,0.5277777777777778
PH156601015,465.0,0.08309608056253741,0.5972222222222222
PH156601016,321.0,0.09465265571576045,0.6527777777777777
PH156601017,437.0,0.0520260568820911,0.3611111111111111
PH156601018,869.0,0.09465265571576045,0.6527777777777777
PH156601019,328.0,0.12138630514576762,0.8055555555555554
PH156601020,429.0,0.14411387190619646,1.5428571428571427
PH156601021,456.0,0.09895769811699041,0.6527777777777777
PH156601022,502.0,0.1077195460823503,0.6805555555555556
PH156601023,416.0,0.17328932092445817,1.1388888888888888
PH156601024,614.0,0.0640292058849834,0.4583333333333333
PH156601025,648.0,0.1361810037597333,0.875
PH156601026,621.0,0.13803547035727143,0.9305555555555554
PH156601027,312.0,0.15137854096256978,0.976190476190476
PH156601028,382.0,0.17029439360595006,1.1388888888888888
PH156601029,767.0,0.11632673649377524,0.9833333333333334
PH156601030,588.0,0.057493783308163626,1.5016233766233769
PH156601031,1724.0,0.06684277032062046,1.1682900432900434
PH156601032,696.0,0.08909369444554177,0.7928571428571429
PH156601033,563.0,0.0,0.0
PH156601035,326.0,0.14450477126192612,1.998015873015873
PH156601036,268.0,0.07313105036745057,0.5928571428571429
PH156602001,3133.0,0.04493197251222851,2.964285714285714
PH156602002,7433.0,0.08554778756064156,6.388528138528142
PH156602003,11745.0,0.07052981422778837,5.296969696969697
PH156602004,1482.0,0.045806856739771654,2.5952380952380953
PH156602007,4774.0,0.09087660975068843,6.673593073593074
PH156602008,1781.0,0.02982003506099344,1.2619047619047619
PH156602009,3687.0,0.08292188815535721,5.13095238095238
PH156602010,3230.0,0.09989853340901955,7.147619047619049
PH156603002,920.0,0.06380670489959712,1.0833333333333333
PH156603004,868.0,0.07149358180612402,1.3166666666666667
PH156603010,734.0,0.10436469017966155,1.7369047619047617
PH156603011,884.0,0.041947462797730935,0.6833333333333333
PH156603012,2231.0,0.08519265015139323,1.577380952380952
PH156603013,2397.0,0.06828489825667397,1.3333333333333335
PH156603016,1094.0,0.1830314632192709,2.528571428571428
PH156603017,715.0,0.08804477106500729,1.061904761904762
PH156603018,636.0,0.09302058470902079,1.7023809523809523
PH156604004,798.0,0.07418831464389307,1.25
PH156604007,566.0,0.08406765192338307,1.0277777777777777
PH156604008,642.0,0.1391885331128744,1.9666666666666668
PH156604012,327.0,0.10022387613753651,1.0206349206349206
PH156604013,698.0,0.0742437315545398,1.125
PH156604014,358.0,0.049930460885087305,0.875
PH156604015,781.0,0.08387463656641105,1.125
PH156604021,3045.0,0.18649378590409862,3.220238095238095
PH156604024,798.0,0.06915189909285471,1.25
PH156604028,499.0,0.12955653009272391,1.0
PH156604029,473.0,0.07720954904997784,1.0416666666666665
PH156604030,717.0,0.09655783387363659,1.6607142857142856
PH156605001,144.0,0.20008840055563146,1.125
PH156605002,329.0,0.16043820080252136,0.7833333333333333
PH156605003,154.0,0.11764279267834904,0.5166666666666666
PH156605004,568.0,0.08485157161855249,0.9666666666666666
PH156605005,243.0,0.06563320661550177,0.16666666666666666
PH156605006,236.0,0.12486985915050847,0.7428571428571428
PH156605007,112.0,0.24917330211649127,0.9333333333333332
PH156605008,198.0,0.09945763096015106,0.5761904761904761
PH156605009,285.0,0.09429174245231463,0.5
PH156605010,198.0,0.11651624235431815,1.1333333333333333
PH156605011,280.0,0.14089524336496748,0.7
PH156605012,1245.0,0.07526203674946572,0.5333333333333333
PH156605013,165.0,0.2276415269945526,0.7777777777777777
PH156605014,215.0,0.07745101266722262,0.525
PH156605015,190.0,0.11367427788178308,0.7694444444444444
PH156605016,700.0,0.07441701534960919,0.5333333333333333
PH156605017,623.0,0.09942850702244634,1.1333333333333333
PH156605018,135.0,0.16043820080252136,0.7833333333333333
PH156605019,96.0,0.1516022338977747,0.3333333333333333
PH156605020,141.0,0.11552767039872197,0.45
PH156605021,747.0,0.21713424782376636,1.6
PH156605022,207.0,0.14667668544557372,1.2
PH156605023,2803.0,0.07987354376888639,1.0333333333333332
PH156605024,146.0,0.19232424465397188,0.861111111111111
PH156605025,243.0,0.11007163103734058,0.6
PH156605026,227.0,0.1365344671062187,0.7666666666666666
PH156605027,89.0,0.1516022338977747,0.3333333333333333
PH156606002,293.0,0.2206440563695196,1.0
PH156606003,651.0,0.29792031574317623,3.0
PH156606008,371.0,0.17425527901959365,1.0
PH156606012,570.0,0.34025636061194336,3.0
PH156607001,475.0,0.13179797383582434,1.0833333333333333
PH156607002,346.0,0.07675696364598905,0.4666666666666667
PH156607003,204.0,0.01906479165917701,0.1
PH156607004,368.0,0.0900345788680612,0.5666666666666667
PH156607005,267.0,0.06443112995072685,0.4
PH156607006,289.0,0.04221852521833305,0.26515151515151514
PH156607007,433.0,0.10335757784038453,0.47777777777777775
PH156607008,253.0,0.03407944571231905,0.18181818181818182
PH156607011,465.0,0.12951513466709305,0.9333333333333332
PH156607013,402.0,0.10892684741508264,1.3273809523809523
PH156607014,270.0,0.03800669277733383,0.2
PH156607015,477.0,0.1321144928395482,1.4424603174603174
PH156607016,215.0,0.13743702355270357,0.6595959595959596
PH156607017,184.0,0.15650181521188058,0.7595959595959595
PH156607018,581.0,0.07675696364598905,0.4666666666666667
PH156607019,178.0,0.09420703109835224,0.6444444444444444
PH156607023,271.0,0.08228118724599504,0.6666666666666666
PH156607027,346.0,0.04221852521833305,0.26515151515151514
PH156607028,386.0,0.14507558905789647,1.1833333333333331
PH156607029,460.0,0.1655171213530535,1.276190476190476
PH156607030,359.0,0.15883353614824264,1.0777777777777777
PH156608010,610.0,0.25603448917334354,2.0
PH156608011,460.0,0.2046532716906733,1.95
PH156608013,1672.0,0.17097087555916565,2.05
PH156608014,502.0,0.23225703789646382,2.3499999999999996
PH156608018,445.0,0.2416911067125118,2.55
PH156609001,781.0,0.10654093011360753,1.1246031746031746
PH156609002,715.0,0.05460263973277813,0.6722222222222223
PH156609003,513.0,0.09229709160360745,0.7202380952380952
PH156609004,1096.0,0.06703949424638962,0.7555555555555555
PH156609005,425.0,0.10198247983570308,0.6706349206349206
PH156609006,260.0,0.1227566702749241,0.7527777777777778
PH156609008,290.0,0.05977910314053489,0.375
PH156609009,554.0,0.14032379069271467,1.069047619047619
PH156609010,287.0,0.1083138011687418,0.8690476190476188
PH156609011,457.0,0.1437512953686323,1.0146825396825396
PH156609012,252.0,0.0314668817309658,0.2857142857142857
PH156609013,574.0,0.10444840539283679,0.7416666666666666
PH156609015,536.0,0.07684691943777601,0.5833333333333333
PH156609016,1075.0,0.10279006252368704,0.95
PH156609017,560.0,0.10408255898392724,0.7261904761904762
PH156609019,445.0,0.09938069669580785,0.6916666666666667
PH156609021,399.0,0.09167982704826812,0.6952380952380952
PH156609023,484.0,0.10881439066243966,0.8202380952380952
PH156609024,1485.0,0.0741505117815409,0.8468253968253967
PH156609025,550.0,0.13428640280350357,1.0555555555555554
PH156609026,238.0,0.14112799977656354,0.8638888888888888
PH156609027,641.0,0.13783063173463725,0.9416666666666667
PH156609028,261.0,0.12223515946843419,0.9916666666666667
PH156609029,515.0,0.15123603514200173,1.094047619047619
PH156609030,451.0,0.1524429345312406,1.311111111111111
PH156609031,635.0,0.0751625279894359,0.5952380952380952
PH156609032,219.0,0.11536064984212387,0.7666666666666666
PH156609033,602.0,0.15374247897279233,1.4222222222222223
PH156609034,585.0,0.08137319140944335,0.6884920634920635
PH156609035,713.0,0.10718665573332577,0.8428571428571429
PH156609036,350.0,0.12684406158736028,0.9206349206349206
PH156609037,301.0,0.12465099399069722,0.8373015873015872
PH156609038,408.0,0.060333732872314735,0.6468253968253967
PH156609039,398.0,0.16566706630699557,1.4361111111111111
PH156609040,399.0,0.09059918542648382,0.6218253968253967
PH156609041,457.0,0.11077235758292417,0.7111111111111111
PH156609042,481.0,0.14335902334071912,1.2361111111111112
PH156609043,486.0,0.07504989626217955,0.4650793650793651
PH156609044,311.0,0.14890648623461683,1.0634920634920633
PH156609045,381.0,0.07509084747211574,0.5694444444444444
PH156610001,290.0,0.12802283570877981,1.1285714285714286
PH156610003,605.0,0.1068573694483789,1.0
PH156610004,306.0,0.42254057853770743,2.0
PH156610005,404.0,0.16279207901658493,1.2119047619047618
PH156610006,538.0,0.07904899346243488,0.7
PH156610007,338.0,0.16279207901658493,1.2119047619047618
PH156610008,479.0,0.1088732228729075,0.8785714285714286
PH156610009,457.0,0.1095040410667302,0.819047619047619
PH156610010,350.0,0.15646582883773133,1.2595238095238095
PH156610011,231.0,0.2798645390314686,1.0
PH156610012,722.0,0.05336416687671011,0.5
PH156610013,1793.0,0.048109651650526566,0.5357142857142857
PH156610014,733.0,0.21111069423811032,1.745238095238095
PH156610015,606.0,0.12244019277653698,1.0095238095238095
PH156611001,5925.0,0.10559673515592537,5.109307359307358
PH156611002,217.0,0.22711720667158009,1.1833333333333336
PH156611003,741.0,0.09715079896212382,1.2588744588744587
PH156611004,247.0,0.09593672865219022,0.4444444444444444
PH156611005,371.0,0.18367683489392886,0.7833333333333333
PH156611006,406.0,0.03796105987406389,0.6553030303030304
PH156611007,479.0,0.1614771249148838,1.4247474747474749
PH156611008,322.0,0.08267131741327245,0.45
PH156611009,172.0,0.07164281728178297,0.36666666666666664
PH156611010,215.0,0.16432410011768178,0.7
PH156611011,513.0,0.17092893996108027,0.95
PH156611012,107.0,0.13824555694855342,0.5333333333333333
PH156611013,272.0,0.09275800410839885,1.2045454545454548
PH156611014,1642.0,0.13733642365947976,4.9747835497835515
PH156611015,1074.0,0.2388508584070743,2.011904761904762
PH156611016,286.0,0.14445984193889047,1.3255411255411254
PH156611017,1071.0,0.08123589167271919,2.5136363636363632
PH156611018,268.0,0.1571794866376471,0.75
PH156611019,156.0,0.2769349818865315,1.4277777777777778
PH156611020,245.0,0.1648585927420295,0.6944444444444444
PH156611021,262.0,0.1383852714929259,0.9666666666666667
PH156611022,183.0,0.13057473719784368,1.061904761904762
PH156611023,528.0,0.12549766201570486,0.7
PH156611024,206.0,0.1369912294754849,1.05
PH156611025,528.0,0.11190761172977148,0.6666666666666667
PH156611026,269.0,0.06892186408983927,0.25
PH156611027,268.0,0.19137341636239702,1.4206349206349205
PH156611028,186.0,0.07580169402149414,0.6952380952380952
PH156611029,268.0,0.10829672946826376,0.85
PH156611030,790.0,0.07309098931706641,1.0922077922077922
PH156612001,240.0,0.09012886053512925,0.6535714285714285
PH156612004,744.0,0.07506873207189327,0.6928571428571428
PH156612006,135.0,0.0,0.0
PH156612007,263.0,0.15466198209633789,0.5
PH156612008,595.0,0.14589346471672862,1.5166666666666668
PH156612009,1378.0,0.11522856574812712,1.2944444444444445
PH156612010,820.0,0.1371228930480497,1.3678571428571429
PH156612011,332.0,0.11711722557295152,0.5
PH156612012,359.0,0.2542957382098717,2.1944444444444446
PH156612013,312.0,0.19596716643145282,0.9968253968253966
PH156612015,186.0,0.10383102617544127,0.6107142857142858
PH156612016,246.0,0.20606643671869412,1.0968253968253967
PH156612018,326.0,0.2950396745115979,1.2956349206349205
PH156612019,451.0,0.18546782341955576,1.1666666666666665
PH156612020,335.0,0.18109978488580925,0.7678571428571428
PH156612021,284.0,0.289564200233464,2.3134920634920633
PH156612023,223.0,0.12395172553072678,0.5833333333333333
PH156612025,1103.0,0.20278799062333197,1.8607142857142855
PH156612026,220.0,0.1435044535387757,0.6666666666666666
PH156612030,395.0,0.09721207654378418,0.7166666666666667
PH156612032,1026.0,0.15823862109305398,1.2277777777777779
PH156612035,218.0,0.33832600057806417,1.6384920634920634
PH156612037,953.0,0.13496384366579553,1.4166666666666667
PH156612038,228.0,0.18543220767990054,1.3499999999999999
PH156612040,338.0,0.1126588870579228,0.4861111111111111
PH156612041,153.0,0.03209965666150409,0.2
PH156612042,144.0,0.06907385697375833,0.625
PH156612046,240.0,0.37356537626707836,2.3007936507936506
PH156612048,616.0,0.1983620724670917,1.596825396825397
PH156612049,302.0,0.2927201176933703,1.7968253968253969
PH156612050,313.0,0.22388722867724004,1.1384920634920634
PH156612053,222.0,0.12552982120220707,0.9666666666666667
PH156612056,291.0,0.16188227335601357,0.8313492063492063
PH156612057,691.0,0.1490673054187307,0.9634920634920633
PH156612058,191.0,0.09473802434925835,0.6666666666666666
PH156612059,434.0,0.09787552733869376,1.0178571428571428
PH156612060,566.0,0.09787552733869376,1.0178571428571428
PH156612061,159.0,0.21848265194793218,1.319047619047619
PH156612065,171.0,0.15375496198508873,0.625
PH156612066,266.0,0.1535598777108533,0.5
PH156612067,155.0,0.30822185980719113,1.0
PH156612069,1133.0,0.19461889080980543,1.396825396825397
PH156612070,469.0,0.12395172553072678,0.5833333333333333
PH156612071,382.0,0.2364526093156671,1.4166666666666665
PH156612072,471.0,0.18546782341955576,1.1666666666666665
PH156612073,661.0,0.14170000900396632,1.2777777777777777
PH156612074,197.0,0.14756829706616753,0.625
PH156612075,259.0,0.15994829389779,0.9202380952380952
PH156612076,794.0,0.13805647873602717,1.1833333333333331
PH156612080,194.0,0.2102650880357591,1.0833333333333333
PH156613001,925.0,0.09892112952405946,0.9551587301587301
PH156613002,564.0,0.08481545055679662,0.6984126984126984
PH156613003,437.0,0.105078719401435,0.7539682539682538
PH156613004,1414.0,0.08565487657073848,0.85
PH156613007,354.0,0.08654477272526388,0.73015873015873
PH156613008,698.0,0.09785041638141623,0.8313492063492064
PH156613009,391.0,0.16096861391971118,1.1150793650793651
PH156613010,451.0,0.09749638281744341,0.6777777777777778
PH156613011,473.0,0.1066954015296366,0.9047619047619048
PH156613014,462.0,0.10532595470031758,0.8690476190476191
PH156613015,394.0,0.12619658780674733,1.215079365079365
PH156613016,832.0,0.07589683017454919,0.5694444444444444
PH156613017,336.0,0.059614104498030625,0.553968253968254
PH156613018,347.0,0.1286983112699711,1.10515873015873
PH156613019,666.0,0.1195948954678709,1.0492063492063493
PH156613020,498.0,0.04230234313305538,0.30952380952380953
PH156613021,665.0,0.07375226190359777,0.6428571428571428
PH156613023,454.0,0.10302523033831498,0.8551587301587301
PH156613024,319.0,0.2341169012634932,1.4095238095238094
PH156613025,555.0,0.07351966025429386,0.5317460317460317
PH156613026,520.0,0.11381134626368582,1.007936507936508
PH156613027,662.0,0.10648916778050149,0.9928571428571429
PH156613028,391.0,0.09018652416630071,0.8055555555555556
PH156613029,541.0,0.10625604339090017,0.7952380952380953
PH156613030,363.0,0.10465639522631627,0.8134920634920635
PH156613031,463.0,0.17182411801347633,1.265079365079365
PH156613032,609.0,0.0966577172902894,0.753968253968254
PH156613033,504.0,0.13330395533000597,1.0392857142857141
PH156613035,357.0,0.08840562479394082,0.6388888888888888
PH156613036,494.0,0.1301404020159978,0.9861111111111109
PH156613037,777.0,0.1348594363380723,1.266269841269841
PH156613038,570.0,0.11109214620674628,0.9880952380952381
PH156613039,651.0,0.12697280904770705,1.2202380952380951
PH156613040,457.0,0.15426892225345518,0.9873015873015873
PH156613041,683.0,0.1410221599717827,1.2738095238095237
PH156613042,519.0,0.11721902388805326,0.8888888888888888
PH156613043,609.0,0.14148632336987568,1.2980158730158728
PH156613044,396.0,0.16240509032846126,1.439285714285714
PH156613045,507.0,0.09780668548097185,0.653968253968254
PH156613047,440.0,0.09809544036827582,0.7440476190476191
PH156613048,544.0,0.14629768218305103,1.255952380952381
PH156613049,603.0,0.0710890790856098,0.7023809523809523
PH156613051,527.0,0.1469757661141917,1.2488095238095236
PH156613052,510.0,0.11463454605823167,0.8373015873015872
PH156613053,404.0,0.16024783212126384,1.351190476190476
PH156613054,735.0,0.10250789718944454,0.9940476190476191
PH156613055,393.0,0.08241717177968479,0.6111111111111112
PH156613056,374.0,0.059478381800681455,0.6603535353535354
PH156613057,400.0,0.07593643050056965,0.5873015873015872
PH156613058,412.0,0.11504160829151183,0.8964285714285714
PH156613059,529.0,0.17114540667770578,1.6373015873015873
PH156613060,572.0,0.04568307471961171,0.34285714285714286
PH156614003,233.0,0.25101847324995075,1.5428571428571427
PH156614010,325.0,0.19803490903515417,0.8666666666666667
PH156614013,771.0,0.08385046500164622,1.0
PH156614014,900.0,0.14989058586950763,1.0666666666666667
PH156614016,472.0,0.18585452179658873,0.9595238095238096
PH156614017,252.0,0.12859483544088,0.6166666666666667
PH156614018,329.0,0.21786152501999081,1.2428571428571429
PH156614019,171.0,0.1697178116774489,0.7
PH156614025,269.0,0.12469582879940995,0.6761904761904762
PH156614027,551.0,0.180657573155958,0.95
PH156614028,294.0,0.21201676715095805,1.3761904761904762
PH156614030,236.0,0.406935692552086,1.9595238095238094
PH156614032,199.0,0.21498156390597947,1.0
PH156614033,294.0,0.21989356638186816,1.0
PH156614035,456.0,0.2143611665473562,1.1761904761904762
PH156615001,314.0,0.18236589144222634,1.0
PH156615002,395.0,0.18236589144222634,1.0
