SDG_Households_Electricity_Light_Pct,SDG_Households_Kerosene_Gass_Light_Pct,SDG_Households_Drinking_Owned_Faucet_Pct,SDG_Households_Drinking_Shared_Faucet_Pct,SGD_Households_Construction_Material_Concrete_Pct,SGD_Building_Tenure_Type_Owned_Pct,SGD_Type_Building_Single_Pct,SGD_Type_Worker_Man,SGD_Type_Worker_Pro,SGD_Type_Worker_Tec,SGD_Type_Worker_Cle,SGD_Type_Worker_Ser,SGD_Type_Worker_Ski,SGD_Type_Worker_Cra,SGD_Type_Worker_Pla,SGD_Type_Worker_Ele,SGD_Type_Worker_Arm,SGD_less_than_54_sqft,SCH_HS,ratio_hs,SCH_HS_PRIVATE,PSGC_BRGY,cluster
0.8256880733944955,0.1697247706422018,0.1253822629969418,0.0963302752293578,0.2085889570552147,0.3715596330275229,0.9800613496932516,0.0604026845637583,0.0413870246085011,0.0201342281879194,0.029082774049217,0.1286353467561521,0.3176733780760626,0.1096196868008948,0.0917225950782997,0.1420581655480984,0.0559284116331096,0.0242130750605326,1.0,1.0625,0.0,PH150702020,0
0.9071146245059288,0.0928853754940711,0.5276679841897233,0.3596837944664031,0.2154150197628458,0.7233201581027668,0.9604743083003952,0.0471821756225425,0.0655307994757536,0.0222804718217562,0.0353866317169069,0.1245085190039318,0.2870249017038008,0.0524246395806028,0.1258191349934469,0.2254259501965924,0.0144167758846657,0.1492204899777283,1.0,10.423963133640553,0.0,PH150702028,1
0.8535564853556485,0.1464435146443514,0.4435146443514644,0.3974895397489539,0.2522522522522522,0.7698744769874477,0.972972972972973,0.0256410256410256,0.1333333333333333,0.0307692307692307,0.0512820512820512,0.1461538461538461,0.3717948717948718,0.0487179487179487,0.0743589743589743,0.1051282051282051,0.0128205128205128,0.0657276995305164,1.0,3.8933333333333335,0.0,PH150702032,2
0.7661538461538462,0.2338461538461538,0.0215384615384615,0.0,0.1846153846153846,0.5476923076923077,0.9692307692307692,0.019271948608137,0.006423982869379,0.0042826552462526,0.0021413276231263,0.1927194860813704,0.6895074946466809,0.0578158458244111,0.0149892933618843,0.012847965738758,0.0,0.0,1.0,3.7950310559006213,0.0,PH150702039,2
0.8128205128205128,0.1846153846153846,0.0076923076923076,0.0179487179487179,0.1314432989690721,0.7512820512820513,0.9871134020618556,0.0331491712707182,0.0386740331491712,0.007366482504604,0.012891344383057,0.0589318600368324,0.7237569060773481,0.011049723756906,0.0257826887661141,0.0736648250460405,0.0147329650092081,0.0352941176470588,1.0,1.7792207792207793,0.0,PH150702050,0
0.9140811455847256,0.0787589498806682,0.5536992840095465,0.2171837708830549,0.198090692124105,0.0286396181384248,0.9140811455847256,0.0558312655086848,0.0173697270471464,0.0037220843672456,0.0136476426799007,0.1575682382133995,0.5682382133995038,0.0334987593052109,0.0223325062034739,0.1141439205955335,0.0136476426799007,0.0339805825242718,1.0,1.0663716814159292,0.0,PH150703001,0
0.8022598870056498,0.192090395480226,0.2372881355932203,0.1299435028248587,0.135593220338983,0.4293785310734463,0.9774011299435028,0.0419947506561679,0.0446194225721784,0.0341207349081364,0.0341207349081364,0.0944881889763779,0.5091863517060368,0.0472440944881889,0.0288713910761154,0.0603674540682414,0.0944881889763779,0.0,1.0,5.1692307692307695,0.0,PH150703011,2
0.5843520782396088,0.4009779951100244,0.0,0.0,0.024,0.0,0.9973333333333332,0.045816733067729,0.0338645418326693,0.0079681274900398,0.0159362549800796,0.1374501992031872,0.6593625498007968,0.0139442231075697,0.0019920318725099,0.0537848605577689,0.0239043824701195,0.4092409240924092,1.0,0.8458333333333333,0.0,PH150703016,0
0.9381625441696112,0.0565371024734982,0.7915194346289752,0.1448763250883392,0.1307420494699646,0.4522968197879858,0.9275618374558304,0.1091658084449021,0.074150360453141,0.0113285272914521,0.0339855818743563,0.2018537590113285,0.2698249227600412,0.0442842430484037,0.0700308959835221,0.1740473738414006,0.0092687950566426,0.0082304526748971,1.0,3.9338235294117645,0.0,PH150704009,2
0.0132075471698113,0.5056603773584906,0.0018867924528301,0.7264150943396226,0.0492424242424242,0.0075471698113207,0.9412878787878788,0.0525059665871121,0.0071599045346062,0.0095465393794749,0.0071599045346062,0.2494033412887828,0.3651551312649164,0.0190930787589498,0.0226730310262529,0.2673031026252983,0.0,0.0071599045346062,1.0,1.0914454277286136,0.0,PH150705014,0
0.0837988826815642,0.4692737430167598,0.1173184357541899,0.3798882681564245,0.0810055865921787,0.4860335195530726,0.9832402234636872,0.0532544378698224,0.0256410256410256,0.0177514792899408,0.0236686390532544,0.0611439842209073,0.6982248520710059,0.0,0.029585798816568,0.0729783037475345,0.0157790927021696,0.0524691358024691,1.0,1.4230769230769231,0.0,PH150705019,0
0.674863387978142,0.3251366120218579,0.0218579234972677,0.1448087431693989,0.0,0.0601092896174863,0.5437158469945356,0.082,0.036,0.006,0.01,0.114,0.654,0.024,0.038,0.028,0.0,0.0,1.0,2.63,1.0,PH150705022,0
0.0099502487562189,0.4676616915422885,0.3134328358208955,0.6865671641791045,0.0746268656716417,0.5472636815920398,0.9303482587064676,0.0688524590163934,0.0360655737704918,0.0262295081967213,0.0131147540983606,0.1639344262295081,0.4918032786885246,0.0229508196721311,0.0262295081967213,0.1508196721311475,0.0,0.5212765957446809,1.0,1.9145299145299146,0.0,PH150705028,0
0.5011764705882353,0.0941176470588235,0.0776470588235294,0.0117647058823529,0.0143198090692124,0.068235294117647,0.9928400954653938,0.0668896321070234,0.040133779264214,0.0033444816053511,0.0,0.0250836120401337,0.6337792642140468,0.0050167224080267,0.0217391304347826,0.2006688963210702,0.0033444816053511,0.072289156626506,1.0,1.4463276836158192,0.0,PH150706004,0
0.891566265060241,0.1060240963855421,0.6289156626506024,0.0626506024096385,0.2968369829683698,0.9710843373493976,0.902676399026764,0.0925925925925925,0.0291005291005291,0.0013227513227513,0.037037037037037,0.0634920634920634,0.4722222222222222,0.0198412698412698,0.0529100529100529,0.2023809523809523,0.0026455026455026,0.0158311345646438,1.0,2.902439024390244,0.0,PH150706016,0
0.9657534246575342,0.0273972602739726,0.0,0.0136986301369863,0.0068493150684931,1.0,1.0,0.02734375,0.00390625,0.0,0.0,0.0,0.80078125,0.00390625,0.04296875,0.1171875,0.0,0.0163934426229508,1.0,1.9047619047619047,0.0,PH150707010,0
