osm_id,PSGC_BRGY_LIST,PROV_LIST
335701489,{'PH153807002'},{'MAGUINDANAO'}
335701490,{'PH153807002'},{'MAGUINDANAO'}
335701491,{'PH153807014'},{'MAGUINDANAO'}
335714336,set(),set()
337152301,set(),set()
337152302,set(),set()
337152303,set(),set()
337152793,set(),set()
337153342,set(),set()
337153343,set(),set()
337153344,set(),set()
337782952,{'PH153807002'},{'MAGUINDANAO'}
337795550,set(),set()
337795561,"{'PH153807003', 'PH153807014', 'PH153807022', 'PH153807026'}",{'MAGUINDANAO'}
337795567,set(),set()
337795575,set(),set()
337795586,set(),set()
400976306,{'PH153807014'},{'MAGUINDANAO'}
400976307,"{'PH153807032', 'PH153807014', 'PH153807028'}",{'MAGUINDANAO'}
648178099,"{'PH153812040', 'PH153812041', 'PH153812012'}",{'MAGUINDANAO'}
155925746,{'PH153828001'},{'MAGUINDANAO'}
155925777,{'PH153828001'},{'MAGUINDANAO'}
155925782,{'PH153828001'},{'MAGUINDANAO'}
156189185,{'PH153820011'},{'MAGUINDANAO'}
156197612,"{'PH153820011', 'PH153837002', 'PH153808040'}",{'MAGUINDANAO'}
156643279,{'PH153828005'},{'MAGUINDANAO'}
251431137,"{'PH153826013', 'PH153826009', 'PH153808002', 'PH153827006', 'PH153827002', 'PH153827005'}",{'MAGUINDANAO'}
324465055,"{'PH153828010', 'PH153828008', 'PH153828001'}",{'MAGUINDANAO'}
324465120,{'PH153828007'},{'MAGUINDANAO'}
325121277,"{'PH153820018', 'PH153820010'}",{'MAGUINDANAO'}
326303326,"{'PH153829006', 'PH153813003', 'PH153813013'}",{'MAGUINDANAO'}
326328230,{'PH153820010'},{'MAGUINDANAO'}
326328233,"{'PH153820010', 'PH153820017'}",{'MAGUINDANAO'}
326331196,{'PH153820011'},{'MAGUINDANAO'}
326339635,"{'PH153808023', 'PH153808002', 'PH153826008', 'PH153837012', 'PH153827002', 'PH153837013', 'PH153827005'}",{'MAGUINDANAO'}
338425632,"{'PH153829006', 'PH153829004'}",{'MAGUINDANAO'}
338425633,"{'PH153829010', 'PH153829004'}",{'MAGUINDANAO'}
32806821,"{'PH153816036', 'PH153816032'}",{'MAGUINDANAO'}
130869838,"{'PH153816028', 'PH153816032', 'PH153831005', 'PH153816013', 'PH153816019', 'PH153831007', 'PH153816036'}",{'MAGUINDANAO'}
326316179,{'PH153807013'},{'MAGUINDANAO'}
335121306,"{'PH153816036', 'PH153831004', 'PH153831001', 'PH153816033'}",{'MAGUINDANAO'}
335121307,"{'PH153807023', 'PH153807013'}",{'MAGUINDANAO'}
335137585,"{'PH153831002', 'PH153807013'}",{'MAGUINDANAO'}
335137586,{'PH153807013'},{'MAGUINDANAO'}
335287396,{'PH153807013'},{'MAGUINDANAO'}
335287397,{'PH153807013'},{'MAGUINDANAO'}
335287398,{'PH153807023'},{'MAGUINDANAO'}
335287399,"{'PH153807009', 'PH153807023', 'PH153807019', 'PH153807035', 'PH153807005'}",{'MAGUINDANAO'}
335518673,"{'PH153821004', 'PH153821012', 'PH153821006'}",{'MAGUINDANAO'}
335530830,"{'PH153831002', 'PH153831003', 'PH153831004', 'PH153831001'}",{'MAGUINDANAO'}
339858288,"{'PH153831004', 'PH153831001'}",{'MAGUINDANAO'}
339858289,"{'PH153831001', 'PH153821006'}",{'MAGUINDANAO'}
172916310,"{'PH153815005', 'PH153815006', 'PH153815042'}",{'MAGUINDANAO'}
172920314,{'PH153815006'},{'MAGUINDANAO'}
172923778,"{'PH153815005', 'PH153815010'}",{'MAGUINDANAO'}
504328288,{'PH153815030'},{'MAGUINDANAO'}
504682880,"{'PH153830002', 'PH153830010'}",{'MAGUINDANAO'}
648001028,"{'PH153815031', 'PH153830013'}",{'MAGUINDANAO'}
648001029,"{'PH153815031', 'PH153815014', 'PH153815010', 'PH153815017', 'PH153830013'}",{'MAGUINDANAO'}
59799608,"{'PH153815013', 'PH153815012', 'PH153807021'}",{'MAGUINDANAO'}
88671391,set(),set()
147221098,"{'PH153817007', 'PH153815009'}",{'MAGUINDANAO'}
147223540,"{'PH153815022', 'PH153815012'}",{'MAGUINDANAO'}
150283999,{'PH153815009'},{'MAGUINDANAO'}
251424675,{'PH153807026'},{'MAGUINDANAO'}
337782945,"{'PH153815023', 'PH153815002', 'PH153815009'}",{'MAGUINDANAO'}
337795551,"{'PH153807003', 'PH153807020'}",{'MAGUINDANAO'}
337795552,{'PH153807020'},{'MAGUINDANAO'}
337795553,{'PH153807034'},{'MAGUINDANAO'}
337795576,"{'PH153807020', 'PH153807034'}",{'MAGUINDANAO'}
337795577,{'PH153807020'},{'MAGUINDANAO'}
337795582,{'PH153807034'},{'MAGUINDANAO'}
504214284,{'PH153815008'},{'MAGUINDANAO'}
504214287,"{'PH153815025', 'PH153815004'}",{'MAGUINDANAO'}
504214290,{'PH153815025'},{'MAGUINDANAO'}
504214291,{'PH153815025'},{'MAGUINDANAO'}
504214296,"{'PH153815025', 'PH153815008'}",{'MAGUINDANAO'}
504214316,"{'PH153815025', 'PH153815004'}",{'MAGUINDANAO'}
504214317,{'PH153815004'},{'MAGUINDANAO'}
504214318,"{'PH153815025', 'PH153815004'}",{'MAGUINDANAO'}
504214319,{'PH153815025'},{'MAGUINDANAO'}
504214320,{'PH153815025'},{'MAGUINDANAO'}
504214322,{'PH153815025'},{'MAGUINDANAO'}
504214323,{'PH153815025'},{'MAGUINDANAO'}
504214324,{'PH153815025'},{'MAGUINDANAO'}
504214325,"{'PH153815025', 'PH153815022'}",{'MAGUINDANAO'}
504214326,{'PH153815025'},{'MAGUINDANAO'}
504221212,"{'PH153815030', 'PH153815008'}",{'MAGUINDANAO'}
504328290,{'PH153815030'},{'MAGUINDANAO'}
504328291,{'PH153815030'},{'MAGUINDANAO'}
504328294,{'PH153815010'},{'MAGUINDANAO'}
504328295,"{'PH153815030', 'PH153815010'}",{'MAGUINDANAO'}
504355788,"{'PH153815012', 'PH153815042'}",{'MAGUINDANAO'}
504355791,"{'PH153815005', 'PH153815012', 'PH153815042'}",{'MAGUINDANAO'}
504355792,{'PH153815022'},{'MAGUINDANAO'}
504387448,"{'PH153815025', 'PH153815002'}",{'MAGUINDANAO'}
504387451,{'PH153815002'},{'MAGUINDANAO'}
504387456,"{'PH153815004', 'PH153815002'}",{'MAGUINDANAO'}
648001006,{'PH153815009'},{'MAGUINDANAO'}
130503865,"{'PH153805008', 'PH153805026', 'PH153805004'}",{'MAGUINDANAO'}
156749655,{'PH153805013'},{'MAGUINDANAO'}
156949694,{'PH153805013'},{'MAGUINDANAO'}
166246507,"{'PH153805025', 'PH153805008'}",{'MAGUINDANAO'}
166246512,{'PH153805025'},{'MAGUINDANAO'}
166246513,"{'PH153805025', 'PH153805003'}",{'MAGUINDANAO'}
166246514,{'PH153805025'},{'MAGUINDANAO'}
166246515,{'PH153805025'},{'MAGUINDANAO'}
172526503,"{'PH153805026', 'PH153833002'}",{'MAGUINDANAO'}
288095730,"{'PH153805003', 'PH153805026', 'PH153805022', 'PH153805016'}",{'MAGUINDANAO'}
650089148,{'PH153805013'},{'MAGUINDANAO'}
650089154,"{'PH153805008', 'PH153805027', 'PH153805013'}",{'MAGUINDANAO'}
650089155,"{'PH153805025', 'PH153805008'}",{'MAGUINDANAO'}
650089156,"{'PH153805003', 'PH153805022'}",{'MAGUINDANAO'}
650089157,"{'PH153805025', 'PH153805022', 'PH153805019', 'PH153805016'}",{'MAGUINDANAO'}
88776607,{'PH153806039'},{'MAGUINDANAO'}
118672544,"{'PH153814012', 'PH153806008', 'PH153806010', 'PH153806021', 'PH153806001', 'PH153806025', 'PH153806030', 'PH153806039', 'PH153806029', 'PH153806005', 'PH153806002', 'PH153806034', 'PH153806015', 'PH153806006'}",{'MAGUINDANAO'}
128160078,{'PH153806039'},{'MAGUINDANAO'}
212213200,"{'PH153806008', 'PH153806039', 'PH153836013', 'PH153836004', 'PH153836011'}",{'MAGUINDANAO'}
22952784,"{'PH153826002', 'PH153836016', 'PH153837011', 'PH153826010', 'PH153836013', 'PH153826008'}",{'MAGUINDANAO'}
88776588,{'PH153836013'},{'MAGUINDANAO'}
166241364,"{'PH153826002', 'PH153837016', 'PH153837012', 'PH153837014', 'PH153808040'}",{'MAGUINDANAO'}
212213197,{'PH153836013'},{'MAGUINDANAO'}
326334948,{'PH153836013'},{'MAGUINDANAO'}
338437174,"{'PH153837011', 'PH153820002', 'PH153836013', 'PH153837016', 'PH153837009', 'PH153820007'}",{'MAGUINDANAO'}
338440580,"{'PH153825004', 'PH153826008', 'PH153826009'}",{'MAGUINDANAO'}
32806819,{'PH153826013'},{'MAGUINDANAO'}
118714543,"{'PH153816032', 'PH153825011'}",{'MAGUINDANAO'}
251426380,"{'PH153826013', 'PH153826007', 'PH153825002'}",{'MAGUINDANAO'}
251429394,{'PH153826013'},{'MAGUINDANAO'}
251429395,{'PH153826013'},{'MAGUINDANAO'}
251429396,{'PH153826013'},{'MAGUINDANAO'}
251429397,{'PH153826013'},{'MAGUINDANAO'}
251430929,{'PH153826008'},{'MAGUINDANAO'}
335521109,"{'PH153826013', 'PH153827004'}",{'MAGUINDANAO'}
335521110,"{'PH153826013', 'PH153826007'}",{'MAGUINDANAO'}
335811390,"{'PH153825007', 'PH153825002'}",{'MAGUINDANAO'}
335811391,"{'PH153825007', 'PH153825011'}",{'MAGUINDANAO'}
338440579,"{'PH153826013', 'PH153826008'}",{'MAGUINDANAO'}
338440581,{'PH153826008'},{'MAGUINDANAO'}
338440582,{'PH153826008'},{'MAGUINDANAO'}
339674332,{'PH153825011'},{'MAGUINDANAO'}
169790350,"{'PH153609016', 'PH153609006', 'PH153620042', 'PH153609032', 'PH153623036', 'PH153609002', 'PH153609015', 'PH153620005'}",{'LANAO DEL SUR'}
274204194,"{'PH153614023', 'PH153614008', 'PH153614018', 'PH153614007', 'PH153614027', 'PH153614010', 'PH153614006', 'PH153614014'}",{'LANAO DEL SUR'}
274204196,{'PH153614019'},{'LANAO DEL SUR'}
274204197,"{'PH153609018', 'PH153623014', 'PH153609017', 'PH153609030', 'PH153623033', 'PH153623024', 'PH153623036', 'PH153609011'}",{'LANAO DEL SUR'}
274204200,"{'PH153614008', 'PH153614019', 'PH153609051', 'PH153609053', 'PH153609018'}",{'LANAO DEL SUR'}
32684893,"{'PH156609030', 'PH156609033', 'PH156609039', 'PH156609038', 'PH156609025', 'PH156609001', 'PH156609035'}",{'SULU'}
32684894,"{'PH156605011', 'PH156601022', 'PH156605015', 'PH156601007', 'PH156605012', 'PH156601026'}",{'SULU'}
32684896,"{'PH156609040', 'PH156601024', 'PH156601026', 'PH156601021', 'PH156601027', 'PH156609043', 'PH156601014', 'PH156609035', 'PH156601025'}",{'SULU'}
32684897,"{'PH156602002', 'PH156601004', 'PH156601011'}",{'SULU'}
32684899,"{'PH156613030', 'PH156611006', 'PH156611014', 'PH156613016', 'PH156602010', 'PH156611007', 'PH156613004', 'PH156613035', 'PH156613018', 'PH156602007'}",{'SULU'}
32684900,"{'PH156605006', 'PH156601001', 'PH156601012', 'PH156601031', 'PH156605026'}",{'SULU'}
89534900,{'PH156602010'},{'SULU'}
89534902,"{'PH156605025', 'PH156605004', 'PH156605001', 'PH156601001', 'PH156601012', 'PH156605023', 'PH156605017', 'PH156605021', 'PH156601031'}",{'SULU'}
89534911,{'PH156602010'},{'SULU'}
89534913,"{'PH156602010', 'PH156602002', 'PH156602007'}",{'SULU'}
89534914,"{'PH156613058', 'PH156605022', 'PH156613024'}",{'SULU'}
89534915,"{'PH156605006', 'PH156613043', 'PH156613025', 'PH156613053', 'PH156613010', 'PH156613047', 'PH156613003', 'PH156613004', 'PH156613037', 'PH156613040', 'PH156613027', 'PH156613059', 'PH156613045'}",{'SULU'}
91889950,{'PH156602007'},{'SULU'}
91889951,"{'PH156602010', 'PH156602007'}",{'SULU'}
91889956,"{'PH156611001', 'PH156602002', 'PH156602007'}",{'SULU'}
118708310,{'PH156602010'},{'SULU'}
180254974,"{'PH156605022', 'PH156605023'}",{'SULU'}
223002493,{'PH156611014'},{'SULU'}
223002498,{'PH156611014'},{'SULU'}
308326342,{'PH156602007'},{'SULU'}
316665688,{'PH156611014'},{'SULU'}
316665703,{'PH156611014'},{'SULU'}
316665705,{'PH156611014'},{'SULU'}
316665707,{'PH156611014'},{'SULU'}
316665708,{'PH156611014'},{'SULU'}
316772488,{'PH156611014'},{'SULU'}
316772506,{'PH156611014'},{'SULU'}
316788773,{'PH156611014'},{'SULU'}
316788796,{'PH156611014'},{'SULU'}
316788802,"{'PH156611014', 'PH156602007'}",{'SULU'}
316788803,"{'PH156602003', 'PH156602010', 'PH156602004', 'PH156602001', 'PH156602009'}",{'SULU'}
316788812,"{'PH156601006', 'PH156601019', 'PH156602001', 'PH156601011', 'PH156601030', 'PH156601026', 'PH156601031'}",{'SULU'}
316788813,"{'PH156602010', 'PH156602002', 'PH156602009'}",{'SULU'}
316940058,"{'PH156602008', 'PH156602009'}",{'SULU'}
316940062,{'PH156602010'},{'SULU'}
316940064,{'PH156602009'},{'SULU'}
316940076,"{'PH156602010', 'PH156602002', 'PH156602007'}",{'SULU'}
316940078,"{'PH156602010', 'PH156602007'}",{'SULU'}
316943954,{'PH156602009'},{'SULU'}
375951726,{'PH156602002'},{'SULU'}
376091858,{'PH156602001'},{'SULU'}
376092189,{'PH156602002'},{'SULU'}
376092190,{'PH156602002'},{'SULU'}
376092994,"{'PH156602002', 'PH156602009'}",{'SULU'}
376092995,"{'PH156602002', 'PH156602001', 'PH156602009'}",{'SULU'}
376095559,{'PH156602002'},{'SULU'}
376095776,{'PH156602010'},{'SULU'}
376095778,{'PH156602010'},{'SULU'}
376310629,"{'PH156602002', 'PH156602007'}",{'SULU'}
557917821,"{'PH156609045', 'PH156609025'}",{'SULU'}
557917822,"{'PH156609017', 'PH156609045', 'PH156609037', 'PH156609043', 'PH156609005'}",{'SULU'}
557920339,"{'PH156601018', 'PH156601016', 'PH156609012', 'PH156601015', 'PH156601023', 'PH156609038', 'PH156601026', 'PH156609044'}",{'SULU'}
557923985,{'PH156601026'},{'SULU'}
558244239,{'PH156605022'},{'SULU'}
558244240,"{'PH156605011', 'PH156605004', 'PH156609027', 'PH156605020', 'PH156605023', 'PH156605002', 'PH156605015', 'PH156605022', 'PH156605012', 'PH156605003'}",{'SULU'}
32684903,"{'PH156602003', 'PH156602010'}",{'SULU'}
89534899,{'PH156602010'},{'SULU'}
89534901,"{'PH156611017', 'PH156602003'}",{'SULU'}
89534904,"{'PH156602010', 'PH156602007'}",{'SULU'}
89534908,"{'PH156611017', 'PH156611029', 'PH156611024', 'PH156602003'}",{'SULU'}
89534917,"{'PH156611017', 'PH156611029', 'PH156602003'}",{'SULU'}
89534918,{'PH156602003'},{'SULU'}
118708312,{'PH156602010'},{'SULU'}
316665669,"{'PH156602003', 'PH156602007'}",{'SULU'}
316788798,"{'PH156611014', 'PH156602003', 'PH156602007'}",{'SULU'}
316788814,"{'PH156602003', 'PH156602010'}",{'SULU'}
316940053,{'PH156602010'},{'SULU'}
373214572,"{'PH156611014', 'PH156602003', 'PH156611008', 'PH156611018', 'PH156611015', 'PH156611017', 'PH156611022', 'PH156611020', 'PH156611023', 'PH156611011', 'PH156611010', 'PH156611026', 'PH156611012', 'PH156611005', 'PH156611025'}",{'SULU'}
4302985,set(),set()
22772435,set(),set()
22772436,set(),set()
32806696,set(),set()
128102356,set(),set()
128106129,{'PH153822002'},{'MAGUINDANAO'}
128106130,"{'PH153822002', 'PH153822008'}",{'MAGUINDANAO'}
128106131,set(),set()
128106133,{'PH153822002'},{'MAGUINDANAO'}
128106134,"{'PH153822008', 'PH153822011'}",{'MAGUINDANAO'}
128106138,"{'PH153810006', 'PH153810021', 'PH153810015', 'PH153810008'}",{'MAGUINDANAO'}
128106139,{'PH153822011'},{'MAGUINDANAO'}
128106140,set(),set()
128106141,set(),set()
128106142,{'PH153822008'},{'MAGUINDANAO'}
128106143,{'PH153822011'},{'MAGUINDANAO'}
128106144,"{'PH153810015', 'PH153822011'}",{'MAGUINDANAO'}
160310635,set(),set()
160310642,set(),set()
160310649,set(),set()
160374206,set(),set()
160379151,set(),set()
166210210,set(),set()
166210328,set(),set()
170088925,set(),set()
176315822,set(),set()
516493792,"{'PH153810021', 'PH153810009'}",{'MAGUINDANAO'}
593709397,"{'PH153810014', 'PH153810009'}",{'MAGUINDANAO'}
593709398,{'PH153810009'},{'MAGUINDANAO'}
614703956,set(),set()
614703959,set(),set()
656388768,set(),set()
656388769,set(),set()
32684907,"{'PH156607039', 'PH156607034', 'PH156604021', 'PH156607003', 'PH156607008', 'PH156607040', 'PH156604012', 'PH156607038'}",{'SULU'}
32684908,"{'PH156607037', 'PH156604021', 'PH156607028', 'PH156607029', 'PH156604030', 'PH156607005', 'PH156607008', 'PH156604014', 'PH156603010', 'PH156607011', 'PH156607004', 'PH156603017', 'PH156607038'}",{'SULU'}
32684912,"{'PH156604021', 'PH156603018', 'PH156603013', 'PH156603010'}",{'SULU'}
32684913,"{'PH156603013', 'PH156603002', 'PH156607029', 'PH156607028', 'PH156603016'}",{'SULU'}
32684914,{'PH156604021'},{'SULU'}
32684915,"{'PH156604021', 'PH156604008', 'PH156604024'}",{'SULU'}
32684916,"{'PH156604029', 'PH156604021', 'PH156604013', 'PH156604015'}",{'SULU'}
158001951,"{'PH156619008', 'PH156604021', 'PH156604008'}",{'SULU'}
564949618,{'PH156604021'},{'SULU'}
564949619,{'PH156604021'},{'SULU'}
564949621,{'PH156604021'},{'SULU'}
564949623,{'PH156604021'},{'SULU'}
565056110,"{'PH156603017', 'PH156604012'}",{'SULU'}
135516777,set(),set()
135516780,set(),set()
141913263,set(),set()
397424403,"{'PH157007009', 'PH157007010', 'PH157007043', 'PH157007051', 'PH157007030', 'PH157007044', 'PH157007033', 'PH157007045', 'PH157007041'}",{'TAWI-TAWI'}
397424412,{'PH157007041'},{'TAWI-TAWI'}
397424415,"{'PH157007041', 'PH157007031', 'PH157007042'}",{'TAWI-TAWI'}
446720424,{'PH157009004'},{'TAWI-TAWI'}
469087373,"{'PH157009004', 'PH157009021', 'PH157009005'}",{'TAWI-TAWI'}
469087374,{'PH157009005'},{'TAWI-TAWI'}
469087375,{'PH157009005'},{'TAWI-TAWI'}
469087376,{'PH157009005'},{'TAWI-TAWI'}
469087377,{'PH157009005'},{'TAWI-TAWI'}
500178474,"{'PH157009004', 'PH157009021'}",{'TAWI-TAWI'}
301621519,"{'PH150704002', 'PH150703025', 'PH150703033', 'PH150704016', 'PH150703024'}",{'BASILAN'}
301621535,"{'PH150703034', 'PH150703033'}",{'BASILAN'}
301621538,{'PH150703033'},{'BASILAN'}
99989235,"{'PH153627035', 'PH153634009', 'PH153627051', 'PH153627038', 'PH153627003', 'PH153627037', 'PH153634003', 'PH153627007', 'PH153634057', 'PH153634004'}",{'LANAO DEL SUR'}
99989252,"{'PH153627043', 'PH153627063', 'PH153627006', 'PH153627012', 'PH153627019', 'PH153627011', 'PH153627069', 'PH153627047'}",{'LANAO DEL SUR'}
101517946,{'PH153626058'},{'LANAO DEL SUR'}
108851234,"{'PH153618004', 'PH153618002', 'PH153618005', 'PH153618047', 'PH153618082', 'PH153618053'}",{'LANAO DEL SUR'}
108851236,"{'PH153618053', 'PH153618045', 'PH153618091'}",{'LANAO DEL SUR'}
126978664,"{'PH153611082', 'PH153622011', 'PH153611058', 'PH153611020', 'PH153622024', 'PH153622020', 'PH153611021', 'PH153611044', 'PH153611091'}",{'LANAO DEL SUR'}
166434405,"{'PH153626042', 'PH153626009', 'PH153626049', 'PH153627016', 'PH153626043', 'PH153626001'}",{'LANAO DEL SUR'}
194244505,"{'PH153634055', 'PH153634033', 'PH153634048', 'PH153634004'}",{'LANAO DEL SUR'}
194244510,"{'PH153634052', 'PH153634004'}",{'LANAO DEL SUR'}
194244520,"{'PH153626078', 'PH153626032', 'PH153626012', 'PH153626011', 'PH153626079', 'PH153626013'}",{'LANAO DEL SUR'}
194244527,"{'PH153626034', 'PH153626058'}",{'LANAO DEL SUR'}
194244544,"{'PH153626038', 'PH153626058', 'PH153626040', 'PH153626016', 'PH153626021'}",{'LANAO DEL SUR'}
194244582,{'PH153626058'},{'LANAO DEL SUR'}
194244589,{'PH153626058'},{'LANAO DEL SUR'}
194244640,"{'PH153626065', 'PH153626054', 'PH153626064', 'PH153626009'}",{'LANAO DEL SUR'}
194244657,"{'PH153611085', 'PH153611097', 'PH153611079', 'PH153611003', 'PH153611004', 'PH153611035', 'PH153611055'}",{'LANAO DEL SUR'}
273455109,{'PH153637010'},{'LANAO DEL SUR'}
276164728,"{'PH153637012', 'PH153637001'}",{'LANAO DEL SUR'}
276164730,"{'PH153637005', 'PH153637014', 'PH153637010', 'PH153637001'}",{'LANAO DEL SUR'}
308625146,"{'PH153622013', 'PH153622041', 'PH153622007', 'PH153622006', 'PH153622004', 'PH153622020', 'PH153618045', 'PH153618018', 'PH153622008'}",{'LANAO DEL SUR'}
308625151,{'PH153622020'},{'LANAO DEL SUR'}
308625156,{'PH153618018'},{'LANAO DEL SUR'}
308625159,{'PH153634052'},{'LANAO DEL SUR'}
308625160,"{'PH153626008', 'PH153626034'}",{'LANAO DEL SUR'}
308625170,{'PH153611055'},{'LANAO DEL SUR'}
308625235,"{'PH153611040', 'PH153611094', 'PH153611077', 'PH153611052', 'PH153611019', 'PH153611011', 'PH153611078', 'PH153611031', 'PH153611055'}",{'LANAO DEL SUR'}
308625246,"{'PH153626046', 'PH153626050', 'PH153626007', 'PH153626004', 'PH153626027', 'PH153626032', 'PH153626058', 'PH153626062', 'PH153622020'}",{'LANAO DEL SUR'}
338253602,"{'PH153637012', 'PH153637018'}",{'LANAO DEL SUR'}
555892697,"{'PH153626038', 'PH153626047', 'PH153626039'}",{'LANAO DEL SUR'}
579463449,{'PH153637005'},{'LANAO DEL SUR'}
637376857,"{'PH153626041', 'PH153626020', 'PH153626012', 'PH153626080', 'PH153626067', 'PH153626022', 'PH153626011', 'PH153626030', 'PH153626024'}",{'LANAO DEL SUR'}
97820915,"{'PH153640001', 'PH153640004', 'PH153612011'}",{'LANAO DEL SUR'}
288733740,{'PH153612017'},{'LANAO DEL SUR'}
158001917,"{'PH156619002', 'PH156619008', 'PH156619001'}",{'SULU'}
373949643,"{'PH156604004', 'PH156604024'}",{'SULU'}
374159960,"{'PH156619004', 'PH156619008', 'PH156619001'}",{'SULU'}
376397839,"{'PH156604007', 'PH156604012'}",{'SULU'}
376398492,"{'PH156604007', 'PH156604004'}",{'SULU'}
376484500,{'PH156604004'},{'SULU'}
564722699,"{'PH156604007', 'PH156607019', 'PH156604004'}",{'SULU'}
239555332,{'PH153614027'},{'LANAO DEL SUR'}
194242036,"{'PH153634048', 'PH153634008'}",{'LANAO DEL SUR'}
194242048,"{'PH153634008', 'PH153634020'}",{'LANAO DEL SUR'}
194242053,"{'PH153634008', 'PH153634020'}",{'LANAO DEL SUR'}
363059433,"{'PH153634008', 'PH153634020'}",{'LANAO DEL SUR'}
363063631,"{'PH153634020', 'PH153634045'}",{'LANAO DEL SUR'}
363063635,{'PH153634045'},{'LANAO DEL SUR'}
363063636,{'PH153634045'},{'LANAO DEL SUR'}
363063637,{'PH153634045'},{'LANAO DEL SUR'}
363063638,{'PH153634045'},{'LANAO DEL SUR'}
418924713,{'PH153634008'},{'LANAO DEL SUR'}
418924729,{'PH153634008'},{'LANAO DEL SUR'}
558237530,{'PH156605022'},{'SULU'}
160695365,{'PH153615021'},{'LANAO DEL SUR'}
160695369,"{'PH153615018', 'PH153615021'}",{'LANAO DEL SUR'}
160695370,"{'PH153615022', 'PH153615053'}",{'LANAO DEL SUR'}
160695374,"{'PH153615044', 'PH153615072', 'PH153615053', 'PH153615047', 'PH153615022', 'PH153615020', 'PH153615080', 'PH153615021'}",{'LANAO DEL SUR'}
166234545,"{'PH153615049', 'PH153615004', 'PH153635004'}",{'LANAO DEL SUR'}
166235732,"{'PH153615028', 'PH153615075'}",{'LANAO DEL SUR'}
166235744,{'PH153615075'},{'LANAO DEL SUR'}
166235909,"{'PH153615038', 'PH153615063'}",{'LANAO DEL SUR'}
261084660,{'PH153615004'},{'LANAO DEL SUR'}
261084661,"{'PH153615004', 'PH153615075', 'PH153615017'}",{'LANAO DEL SUR'}
103104524,"{'PH150704013', 'PH150704019', 'PH150704018', 'PH150704015'}",{'BASILAN'}
103104544,"{'PH150705002', 'PH150704008', 'PH150705007'}",{'BASILAN'}
301621518,"{'PH150704013', 'PH150704016'}",{'BASILAN'}
301621522,"{'PH150704008', 'PH150704001', 'PH150704003'}",{'BASILAN'}
301621523,"{'PH150704013', 'PH150704012', 'PH150704009'}",{'BASILAN'}
301621525,{'PH150704013'},{'BASILAN'}
301621529,"{'PH150704001', 'PH150704018', 'PH150704015'}",{'BASILAN'}
212213193,{'PH153820017'},{'MAGUINDANAO'}
212213195,{'PH153820016'},{'MAGUINDANAO'}
212213255,"{'PH153820016', 'PH153820017'}",{'MAGUINDANAO'}
212213256,"{'PH153820016', 'PH153829010'}",{'MAGUINDANAO'}
338437173,{'PH153837009'},{'MAGUINDANAO'}
338438521,"{'PH153820014', 'PH153820017', 'PH153837009', 'PH153820018'}",{'MAGUINDANAO'}
130506386,{'PH153803030'},{'MAGUINDANAO'}
283933937,"{'PH157003003', 'PH157003013', 'PH157003006', 'PH157003001', 'PH157003010', 'PH157003012', 'PH157003008'}",{'TAWI-TAWI'}
283933939,"{'PH157003016', 'PH157003012'}",{'TAWI-TAWI'}
283933940,"{'PH157003006', 'PH157003004'}",{'TAWI-TAWI'}
283933941,{'PH157003016'},{'TAWI-TAWI'}
495128357,"{'PH157003015', 'PH157003016', 'PH157003006'}",{'TAWI-TAWI'}
498967462,"{'PH157003015', 'PH157003014', 'PH157003006', 'PH157003005'}",{'TAWI-TAWI'}
506151005,"{'PH157003002', 'PH157003016'}",{'TAWI-TAWI'}
528917950,{'PH157003002'},{'TAWI-TAWI'}
88790020,"{'PH153621037', 'PH153625025', 'PH153621006', 'PH153621013', 'PH153625001', 'PH153625002', 'PH153621001', 'PH153621010', 'PH153625007', 'PH153625037', 'PH153621040', 'PH153625023', 'PH153621007'}",{'LANAO DEL SUR'}
135410006,{'PH153621038'},{'LANAO DEL SUR'}
281480699,"{'PH153621021', 'PH153621038'}",{'LANAO DEL SUR'}
558361893,{'PH153621021'},{'LANAO DEL SUR'}
558361894,"{'PH153621021', 'PH153621037', 'PH153621012', 'PH153621031', 'PH153621030'}",{'LANAO DEL SUR'}
22810868,{'PH153617076'},{'LANAO DEL SUR'}
88790241,"{'PH153617010', 'PH153617026', 'PH153617066'}",{'LANAO DEL SUR'}
91894823,"{'PH153625030', 'PH153625004', 'PH153625013', 'PH153625036'}",{'LANAO DEL SUR'}
91894838,{'PH153617083'},{'LANAO DEL SUR'}
102308664,set(),set()
102308856,"{'PH153617013', 'PH153625033', 'PH153617072', 'PH153617021', 'PH153625037', 'PH153617075', 'PH153617044'}",{'LANAO DEL SUR'}
102309048,"{'PH153617111', 'PH153617008'}",{'LANAO DEL SUR'}
102309195,{'PH153617008'},{'LANAO DEL SUR'}
102309203,"{'PH153617111', 'PH153617022'}",{'LANAO DEL SUR'}
102476964,{'PH153617109'},{'LANAO DEL SUR'}
102477010,"{'PH153617072', 'PH153617083'}",{'LANAO DEL SUR'}
102679651,{'PH153617111'},{'LANAO DEL SUR'}
103755406,{'PH153617117'},{'LANAO DEL SUR'}
103755409,"{'PH153617077', 'PH153617076'}",{'LANAO DEL SUR'}
135513534,"{'PH153625030', 'PH153625036'}",{'LANAO DEL SUR'}
135513535,"{'PH153625030', 'PH153625036'}",{'LANAO DEL SUR'}
135513536,{'PH153625036'},{'LANAO DEL SUR'}
