SDG_Households_Electricity_Light_Pct,SDG_Households_Kerosene_Gass_Light_Pct,SDG_Households_Drinking_Owned_Faucet_Pct,SDG_Households_Drinking_Shared_Faucet_Pct,SDG_Households_Construction_Material_Concrete_Pct,SDG_Building_Tenure_Type_Owned_Pct,SDG_Type_Building_Single_Pct,SDG_Type_Worker_Man,SDG_Type_Worker_Pro,SDG_Type_Worker_Tec,SDG_Type_Worker_Cle,SDG_Type_Worker_Ser,SDG_Type_Worker_Ski,SDG_Type_Worker_Cra,SDG_Type_Worker_Pla,SDG_Type_Worker_Ele,SDG_Type_Worker_Arm,SDG_less_than_54_sqft,STUD_POPN,NUM_SCHOOLS,PSGC_BRGY,cluster
65.625,34.375,5.0,41.875,7.638888888888889,83.75,98.61111111111111,1.89573459715639,4.26540284360189,1.42180094786729,8.53080568720379,20.85308056872037,50.71090047393365,3.31753554502369,1.42180094786729,5.21327014218009,2.3696682464454897,27.54491017964072,151.0,1.0,PH150702001,2
79.22077922077922,20.77922077922078,5.19480519480519,0.86580086580086,24.78260869565217,74.02597402597402,87.39130434782608,7.440476190476191,4.76190476190476,0.29761904761904,1.19047619047619,4.76190476190476,52.976190476190474,5.35714285714285,11.9047619047619,11.30952380952381,0.0,28.75536480686695,318.0,1.0,PH150702002,1
87.09677419354838,12.67281105990783,9.90783410138248,73.04147465437788,14.754098360655728,61.29032258064516,88.75878220140515,5.41561712846347,5.16372795969773,2.14105793450881,4.03022670025188,7.0528967254408,48.86649874055415,3.27455919395466,5.919395465994961,16.498740554156168,1.13350125944584,0.2092050209205,612.0,1.0,PH150702005,0
71.97802197802197,23.62637362637362,0.18315018315018,1.28205128205128,5.86080586080586,11.9047619047619,94.13919413919413,7.684630738522951,1.69660678642714,0.29940119760479,2.39520958083832,10.67864271457085,52.59481037924152,1.9960079840319298,4.89021956087824,17.165668662674648,0.49900199600797995,6.16570327552986,814.0,1.0,PH150702006,0
83.10502283105022,15.75342465753424,28.767123287671232,32.19178082191781,11.21495327102803,21.23287671232876,99.53271028037383,4.3859649122807,2.63157894736842,1.16959064327485,2.3391812865497,8.47953216374269,49.41520467836257,8.187134502923971,12.57309941520467,9.649122807017541,1.0233918128654902,39.15094339622642,492.0,1.0,PH150702007,0
69.02536715620828,30.8411214953271,18.29105473965287,62.34979973297731,10.2803738317757,27.636849132176227,99.73297730307075,6.05095541401273,3.34394904458598,1.67197452229299,1.0350318471337498,29.617834394904456,23.96496815286624,3.4235668789808904,8.75796178343949,21.17834394904458,0.71656050955414,14.54545454545454,1276.0,1.0,PH150702008,0
65.59139784946237,32.795698924731184,0.0,1.0752688172043,9.34065934065934,61.82795698924731,100.0,5.47445255474452,4.01459854014598,0.72992700729927,2.1897810218978098,6.93430656934306,57.66423357664233,2.1897810218978098,2.1897810218978098,18.24817518248175,0.0,29.18918918918919,176.0,1.0,PH150702010,2
82.28782287822878,17.712177121771212,0.7380073800738001,4.7970479704797,17.712177121771212,65.68265682656826,98.5239852398524,2.38095238095238,1.66666666666666,0.0,1.19047619047619,11.66666666666666,51.66666666666667,11.9047619047619,5.23809523809523,14.28571428571428,0.0,19.04761904761904,359.0,1.0,PH150702011,1
62.913907284768214,36.75496688741722,0.33112582781456,4.6357615894039705,10.596026490066219,99.00662251655628,97.35099337748345,5.6277056277056206,3.4632034632034596,0.0,1.51515151515151,0.21645021645020998,48.48484848484848,0.64935064935064,6.49350649350649,33.11688311688311,0.43290043290043,0.3076923076923,318.0,1.0,PH150702012,1
54.95049504950495,39.603960396039604,3.46534653465346,1.48514851485148,13.020833333333329,37.62376237623762,93.22916666666666,3.3444816053511697,0.66889632107023,1.67224080267558,2.0066889632107,9.36454849498327,61.20401337792642,2.6755852842809302,13.04347826086956,5.35117056856187,0.66889632107023,12.31527093596059,209.0,1.0,PH150702013,1
77.40112994350282,22.59887005649717,2.82485875706214,51.9774011299435,1.14942528735632,49.152542372881356,98.85057471264368,6.7137809187279105,2.12014134275618,1.06007067137809,2.82685512367491,10.24734982332155,61.48409893992933,3.886925795053,3.886925795053,6.36042402826855,1.06007067137809,0.0,198.0,1.0,PH150702014,2
80.71065989847716,17.25888324873096,3.04568527918781,3.55329949238578,9.64467005076142,57.360406091370564,98.98477157360406,4.21052631578947,0.70175438596491,0.0,1.75438596491228,11.57894736842105,61.75438596491228,2.80701754385964,8.07017543859649,9.12280701754386,0.0,0.0,270.0,1.0,PH150702016,1
59.591836734693885,39.18367346938775,2.04081632653061,7.346938775510201,9.38775510204081,16.32653061224489,98.77551020408164,0.27855153203342,0.5571030640668501,1.1142061281337001,0.5571030640668501,8.635097493036211,64.34540389972145,10.30640668523676,10.863509749303619,2.50696378830083,0.5571030640668501,29.0983606557377,385.0,1.0,PH150702018,0
82.56880733944955,16.97247706422018,12.53822629969418,9.63302752293578,20.858895705521473,37.15596330275229,98.00613496932516,6.040268456375831,4.1387024608501095,2.01342281879194,2.9082774049217,12.86353467561521,31.76733780760626,10.96196868008948,9.17225950782997,14.20581655480984,5.592841163310959,2.42130750605326,761.0,3.0,PH150702020,0
94.66019417475728,5.33980582524271,1.45631067961165,40.77669902912621,12.755102040816322,52.9126213592233,97.9591836734694,0.24449877750611,1.7114914425427799,0.48899755501222,2.6894865525672302,1.46699266503667,60.63569682151589,25.91687041564792,0.73349633251833,3.4229828850855704,1.7114914425427799,5.3140096618357395,245.0,2.0,PH150702024,1
