PSGC_BRGY,both_student_age_7_to_25,male_student_age_7_to_25,female_student_age_7_to_25,No_of_Schools,Perc_Households_Electricity_Light,Perc_Households_Kerosene_Gass_Light,Perc_Households_Drinking_Owned_Faucet,Perc_Households_Drinking_Shared_Faucet,number_of_roads,Nearest_School,Nearest_School_Distance
PH156607019,255.0,125.0,130.0,,0.0,0.5922330097087378,0.0,0.0,2,134471,0.020383816443652416
PH156607023,349.0,155.0,194.0,,0.056,0.504,0.0,0.04,0,252530,0.008468387631898205
PH156607027,529.0,251.0,278.0,,0.0,0.09659090909090909,0.011363636363636364,0.011363636363636364,1,134478,0.006207962488354824
PH156607028,493.0,223.0,270.0,2.0,0.0728476821192053,0.8609271523178808,0.0,0.9536423841059603,2,318405,0.0053753054689645394
PH156607029,539.0,257.0,282.0,1.0,0.003205128205128205,0.11858974358974358,0.009615384615384616,0.060897435897435896,2,318405,0.006059713291820554
PH156607030,403.0,182.0,221.0,1.0,0.0,0.5670731707317073,0.0,0.0,0,252502,0.007871072254744189
PH156607031,319.0,157.0,162.0,,0.0,0.20526315789473684,0.2894736842105263,0.0,0,134481,0.00583412862002791
PH156607033,264.0,139.0,125.0,,0.022058823529411766,0.22058823529411764,0.029411764705882353,0.0,4,252540,0.013472796132438715
PH156607034,853.0,428.0,425.0,2.0,0.019830028328611898,0.019830028328611898,0.0169971671388102,0.0,5,134478,0.007751175275750805
PH156607036,4133.0,1941.0,2192.0,2.0,0.013503909026297086,0.7484008528784648,0.023454157782515993,0.10021321961620469,3,134483,0.0018195956007344874
PH156607037,563.0,264.0,299.0,2.0,0.0,0.19090909090909092,0.00909090909090909,0.004545454545454545,1,324203,0.003109025367429321
PH156607038,318.0,171.0,147.0,,0.0,0.7731958762886598,0.0,0.041237113402061855,2,134470,0.009048603949933764
PH156607039,443.0,217.0,226.0,1.0,0.00641025641025641,0.967948717948718,0.0,0.0,1,134481,0.014432322424207415
PH156607040,224.0,111.0,113.0,,0.0,0.7209302325581395,0.0,0.0,1,134470,0.022190736712741698
PH156607042,591.0,300.0,291.0,,0.0,0.25,0.0,0.01020408163265306,0,134478,0.014094192753730044
PH156607043,326.0,145.0,181.0,,0.00909090909090909,0.00909090909090909,0.0,1.0,0,134470,0.010244955721137252
PH156608001,335.0,154.0,181.0,1.0,0.03305785123966942,0.24793388429752067,0.0,0.0,0,134507,0.022933108222555385
PH156608003,497.0,196.0,301.0,1.0,0.0,0.07692307692307693,0.0,0.0,2,134487,0.0062482311344384395
PH156608004,932.0,478.0,454.0,2.0,0.0219435736677116,0.3824451410658307,0.0,0.0,1,134492,0.010294245780935386
PH156608005,685.0,342.0,343.0,1.0,0.005763688760806916,0.05475504322766571,0.0,0.0,0,217048,0.012473807513155726
PH156608006,873.0,435.0,438.0,1.0,0.029154518950437316,0.0,0.03206997084548105,0.0,0,134488,0.007784893261421662
PH156608007,986.0,449.0,537.0,3.0,0.0,0.0951417004048583,0.0,0.0,0,134496,0.0020430960279845278
PH156608009,780.0,345.0,435.0,5.0,0.0228310502283105,0.3424657534246575,0.0121765601217656,0.0076103500761035,1,134500,0.009736536089877039
PH156608010,860.0,426.0,434.0,3.0,0.0,0.40562248995983935,0.002008032128514056,0.0,0,134489,0.01810258159071561
PH156608011,633.0,322.0,311.0,1.0,0.010869565217391304,0.2246376811594203,0.0,0.0,1,134503,0.009117486170076523
PH156608012,476.0,230.0,246.0,1.0,0.0374331550802139,0.46524064171123,0.0,0.0,0,134494,0.041252100199005264
PH156608013,2451.0,1231.0,1220.0,4.0,0.203601108033241,0.1038781163434903,0.02631578947368421,0.23961218836565096,4,134495,0.01044571837663707
PH156608014,552.0,276.0,276.0,2.0,0.008583690987124463,0.008583690987124463,0.017167381974248927,0.0,0,134495,0.010601278133913532
PH156608016,528.0,271.0,257.0,1.0,0.6778242677824268,0.2803347280334728,0.016736401673640166,0.0,0,134507,0.2714393333508716
PH156608017,523.0,254.0,269.0,2.0,0.004016064257028112,0.08032128514056225,0.004016064257028112,0.0,0,134509,0.011544090268233371
PH156608018,663.0,370.0,293.0,3.0,0.0,0.04013377926421405,0.0,0.0,0,134491,0.003254216496815015
PH156608019,918.0,464.0,454.0,3.0,0.025078369905956112,0.07210031347962383,0.0,0.0,0,217048,0.011020182099478614
PH156609001,1060.0,541.0,519.0,1.0,0.06527415143603134,0.1671018276762402,0.013054830287206266,0.06527415143603134,2,134523,0.0028580045648956254
PH156609002,954.0,391.0,563.0,1.0,0.2829736211031175,0.4748201438848921,0.0,0.07673860911270983,1,134516,0.003277544921316023
PH156609003,810.0,331.0,479.0,2.0,0.11458333333333333,0.003472222222222222,0.14930555555555555,0.0,3,134518,0.013172039752886016
PH156609004,1351.0,610.0,741.0,,0.002386634844868735,0.38902147971360385,0.0,0.0,3,134516,0.006479979892204844
PH156609005,513.0,241.0,272.0,1.0,0.0,0.04678362573099415,0.005847953216374269,0.0,1,134537,0.004829258954979995
PH156609006,356.0,164.0,192.0,,0.020689655172413793,0.1724137931034483,0.0,0.0,0,134300,0.012181257109531142
PH156609008,423.0,207.0,216.0,,0.011428571428571429,0.05142857142857143,0.0,0.017142857142857144,0,134544,0.020400595301523904
PH156609009,777.0,425.0,352.0,,0.005319148936170213,0.21808510638297873,0.0,0.0,1,134533,0.008325667246570112
PH156609010,418.0,207.0,211.0,,0.0,0.020833333333333332,0.010416666666666666,0.890625,1,134526,0.00874476248972183
PH156609011,488.0,243.0,245.0,1.0,0.5054945054945055,0.02197802197802198,0.5054945054945055,0.0,0,217007,0.004724631319182032
PH156609012,308.0,162.0,146.0,,0.005405405405405406,0.0918918918918919,0.02702702702702703,0.0,1,134541,0.01265951466193634
PH156609013,695.0,333.0,362.0,1.0,0.5745614035087719,0.2850877192982456,0.5482456140350878,0.013157894736842105,1,134522,0.0029970082241938738
PH156609015,792.0,444.0,348.0,1.0,0.0,0.21052631578947367,0.0,0.0,1,134526,0.0009948923153419635
PH156609016,1494.0,718.0,776.0,2.0,0.049315068493150684,0.6219178082191781,0.043835616438356165,0.0,1,217004,0.0044049898220327385
PH156609017,721.0,347.0,374.0,1.0,0.030837004405286344,0.5814977973568282,0.0,0.00881057268722467,1,134534,0.007336439462862043
PH156609019,624.0,319.0,305.0,1.0,0.018018018018018018,0.3918918918918919,0.0,0.0,2,134452,0.005054968252036016
PH156609021,522.0,241.0,281.0,1.0,0.0,0.0091324200913242,0.0,0.0,1,305043,0.006914650932570474
PH156609023,534.0,245.0,289.0,2.0,0.06926406926406926,0.6190476190476191,0.047619047619047616,0.030303030303030304,1,134535,0.00655174860593174
PH156609024,1963.0,1110.0,853.0,1.0,0.023310023310023312,0.07925407925407925,0.030303030303030304,0.20279720279720279,5,134515,0.005490582425009195
PH156609025,656.0,280.0,376.0,1.0,0.0,0.9128205128205128,0.0,0.0,3,134523,0.012616736761173943
PH156609026,396.0,174.0,222.0,1.0,0.0,0.10365853658536585,0.0,0.0,0,134520,0.012211089200819647
PH156609027,894.0,432.0,462.0,1.0,0.003937007874015748,0.7480314960629921,0.0,0.1220472440944882,3,305037,0.010448062829386737
PH156609028,387.0,156.0,231.0,1.0,0.013888888888888888,0.2847222222222222,0.003472222222222222,0.0,1,217006,0.005362736380480799
PH156609029,598.0,273.0,325.0,1.0,0.0,0.1780821917808219,0.003424657534246575,0.0,1,134535,0.004816587319798164
PH156609030,614.0,293.0,321.0,3.0,0.018656716417910446,0.9067164179104478,0.0,0.8656716417910447,1,134519,0.002841594445535752
PH156609031,771.0,352.0,419.0,,0.011661807580174927,0.0029154518950437317,0.0029154518950437317,0.0,3,217044,0.004827299176732618
PH156609032,277.0,119.0,158.0,1.0,0.022900763358778626,0.007633587786259542,0.03816793893129771,0.007633587786259542,1,134544,0.006755834184327092
PH156609033,859.0,425.0,434.0,1.0,0.09056603773584905,0.01509433962264151,0.09056603773584905,0.0,1,134523,0.013399639759178688
PH156609034,707.0,377.0,330.0,,0.012552301255230125,0.47280334728033474,0.1087866108786611,0.04184100418410042,0,134523,0.006004899946329287
PH156609035,1073.0,479.0,594.0,,0.01744186046511628,0.2877906976744186,0.01744186046511628,0.005813953488372093,10,134514,0.0020412025571004528
PH156609036,533.0,246.0,287.0,1.0,0.015463917525773196,0.8350515463917526,0.0,0.0,0,134539,0.007045883665299168
PH156609037,471.0,254.0,217.0,1.0,0.0,0.03864734299516908,0.0,0.0,2,134534,0.002152534260993067
PH156609038,723.0,369.0,354.0,2.0,0.057057057057057055,0.5795795795795796,0.0,0.018018018018018018,8,318412,0.0033096839623090505
PH156609039,509.0,199.0,310.0,1.0,0.01990049751243781,0.5771144278606966,0.0,0.0,1,134519,0.0047593824235888085
PH156609040,528.0,158.0,370.0,,0.058823529411764705,0.7598039215686274,0.0,0.0,1,134539,0.004846121689702486
PH156609041,611.0,261.0,350.0,1.0,0.038834951456310676,0.6456310679611651,0.0048543689320388345,0.0,0,134544,0.004282885505189874
PH156609042,656.0,299.0,357.0,2.0,0.029661016949152543,0.4279661016949153,0.00847457627118644,0.0,1,134545,0.00248686635732439
PH156609043,593.0,298.0,295.0,,0.03571428571428571,0.9540816326530612,0.01020408163265306,0.0,2,134537,0.004095089289833334
PH156609044,474.0,232.0,242.0,,0.6878048780487804,0.05853658536585366,0.12195121951219512,0.18048780487804877,1,134540,0.009879350662391265
PH156609045,547.0,283.0,264.0,1.0,0.020100502512562814,0.03015075376884422,0.035175879396984924,0.0,3,134534,0.007835452378487798
PH156610001,388.0,205.0,183.0,,0.05263157894736842,0.8842105263157894,0.0,0.010526315789473684,0,252525,0.0197057807790845
PH156610003,806.0,336.0,470.0,1.0,0.03802281368821293,0.8897338403041825,0.0,0.0,0,134447,0.008529865854105399
PH156610004,468.0,232.0,236.0,2.0,0.006329113924050633,0.740506329113924,0.0,0.0,0,252505,0.00355829172459657
PH156610005,588.0,346.0,242.0,1.0,0.0,0.01107011070110701,0.0,0.0,0,134463,0.010452320027463893
PH156610006,758.0,375.0,383.0,1.0,0.008968609865470852,0.23766816143497757,0.0,0.0,0,252525,0.004454559082229547
PH156610007,592.0,311.0,281.0,2.0,0.01937984496124031,0.003875968992248062,0.003875968992248062,0.0,0,305044,0.01416487299582903
PH156610008,612.0,278.0,334.0,1.0,0.005988023952095809,0.017964071856287425,0.10778443113772455,0.05389221556886228,0,134456,0.007546616945936989
PH156610009,697.0,342.0,355.0,1.0,0.0,0.24878048780487805,0.0,0.0,0,252503,0.008804631866984405
PH156610010,510.0,245.0,265.0,,0.0,0.09090909090909091,0.0,0.0,0,252524,0.008685624987288471
PH156610011,254.0,113.0,141.0,1.0,0.008130081300813009,0.43902439024390244,0.0,0.0,0,252506,0.019611372246775477
PH156610012,895.0,433.0,462.0,1.0,0.010582010582010581,0.0026455026455026454,0.0,0.0,5,134462,0.006570772566682055
PH156610013,2449.0,1136.0,1313.0,,0.007751937984496124,0.10232558139534884,0.0015503875968992248,0.010852713178294573,0,305044,0.02328584008527287
PH156610014,887.0,386.0,501.0,1.0,0.003472222222222222,0.09027777777777778,0.010416666666666666,0.0,0,134456,0.016536476965592725
PH156610015,790.0,373.0,417.0,2.0,0.021739130434782608,0.17391304347826086,0.0,0.0,0,134467,0.010013378516171111
PH156611001,8902.0,4310.0,4592.0,1.0,0.9345509893455098,0.023211567732115676,0.6114916286149162,0.323820395738204,54,134562,0.004134921614184214
PH156611002,309.0,164.0,145.0,,1.0,0.0,0.7313432835820896,0.13432835820895522,0,217071,0.006233682601063958
PH156611003,1266.0,606.0,660.0,3.0,0.9272388059701493,0.011194029850746268,0.027985074626865673,0.34888059701492535,2,134567,0.007259265617781851
PH156611004,434.0,203.0,231.0,1.0,0.044,0.92,0.564,0.324,8,134548,0.008774610378664902
PH156611005,641.0,318.0,323.0,,0.9787234042553191,0.01702127659574468,0.6,0.3617021276595745,1,134554,0.0077341601954443034
PH156611006,604.0,321.0,283.0,,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.0,1,134559,0.016574549814556364
PH156611007,653.0,292.0,361.0,2.0,0.01171875,0.3203125,0.00390625,0.00390625,2,134634,0.018565760807226307
PH156611008,569.0,254.0,315.0,1.0,0.9297658862876255,0.03678929765886288,0.0033444816053511705,0.7692307692307693,2,217042,0.006283000259493294
PH156611009,307.0,152.0,155.0,1.0,0.5317919075144508,0.08092485549132948,0.0,0.28901734104046245,1,217071,0.016223129353282913
PH156611010,399.0,189.0,210.0,1.0,0.7415730337078652,0.13857677902621723,0.011235955056179775,0.704119850187266,1,134557,0.006933696980258476
PH156611011,794.0,399.0,395.0,1.0,0.9807073954983923,0.003215434083601286,0.9903536977491961,0.00964630225080386,7,134551,0.003492426508769659
PH156611012,202.0,99.0,103.0,1.0,0.9559748427672956,0.0440251572327044,0.0,1.0,1,134554,0.0013748609945548943
PH156611013,388.0,179.0,209.0,1.0,0.6544502617801047,0.3298429319371728,0.11518324607329843,0.010471204188481676,0,134559,0.014189028513472762
PH156611014,2719.0,1356.0,1363.0,5.0,0.8966087675765095,0.07113316790736146,0.717948717948718,0.1315136476426799,111,134559,0.005116985638028527
PH156611015,1399.0,689.0,710.0,,0.9620493358633776,0.018975332068311195,0.174573055028463,0.2333965844402277,5,134560,0.008257921136958299
PH156611016,323.0,148.0,175.0,,0.008130081300813009,0.959349593495935,0.008130081300813009,0.2682926829268293,2,318413,0.02142660169499752
PH156611017,1673.0,821.0,852.0,1.0,0.9500780031201248,0.0,0.17004680187207488,0.17004680187207488,11,134553,0.004334352628895748
PH156611018,366.0,203.0,163.0,,0.8789473684210526,0.10526315789473684,0.09473684210526316,0.08421052631578947,1,134568,0.0020734829926258662
PH156611019,268.0,122.0,146.0,,0.045454545454545456,0.1590909090909091,0.0,0.8409090909090909,0,134568,0.022562198720950548
PH156611020,429.0,207.0,222.0,,0.10882352941176471,0.7441176470588236,0.8441176470588235,0.15,6,217067,0.009863068397747232
PH156611021,453.0,227.0,226.0,1.0,1.0,0.0,0.022727272727272728,0.028409090909090908,1,134555,0.0066330828590910945
PH156611022,254.0,116.0,138.0,,0.9795918367346939,0.01020408163265306,0.0,0.25510204081632654,2,134555,0.01187239193721457
PH156611023,797.0,370.0,427.0,2.0,0.8220064724919094,0.05501618122977346,0.10679611650485436,0.4110032362459547,4,134568,0.00899953182047669
PH156611024,301.0,172.0,129.0,2.0,0.8263473053892215,0.16167664670658682,0.5868263473053892,0.09580838323353294,2,134565,0.0032148478919664433
PH156611025,797.0,399.0,398.0,1.0,0.9759450171821306,0.013745704467353952,0.020618556701030927,0.6494845360824743,3,134555,0.008378253540395406
PH156611026,402.0,196.0,206.0,1.0,0.07239819004524888,0.8144796380090498,0.04524886877828054,0.21266968325791855,1,134568,0.014949321113106559
PH156611027,514.0,253.0,261.0,1.0,0.03543307086614173,0.3937007874015748,0.027559055118110236,0.2755905511811024,1,217067,0.01701635563210571
PH156611028,320.0,152.0,168.0,1.0,0.8,0.06315789473684211,0.031578947368421054,0.021052631578947368,0,134566,0.01889197120259025
PH156611029,426.0,218.0,208.0,1.0,0.9794871794871794,0.005128205128205128,0.5692307692307692,0.38974358974358975,2,217052,0.0069118409138546385
PH156611030,1153.0,551.0,602.0,1.0,0.9878048780487805,0.004878048780487805,0.7926829268292683,0.16097560975609757,4,217070,0.008187547561091055
PH156612001,362.0,179.0,183.0,,0.04242424242424243,0.24242424242424243,0.07272727272727272,0.0,2,134374,0.008217034877804839
PH156612004,1069.0,495.0,574.0,1.0,0.7229166666666667,0.27291666666666664,0.014583333333333334,0.0,1,134375,0.0010077501605665503
PH156612006,224.0,97.0,127.0,,0.9481481481481482,0.037037037037037035,0.037037037037037035,0.15555555555555556,0,252528,0.011509556754999498
PH156612007,321.0,180.0,141.0,1.0,0.04666666666666667,0.66,0.0,0.013333333333333334,0,134387,0.002029265776489266
PH156612008,956.0,483.0,473.0,1.0,0.9361111111111111,0.05,0.016666666666666666,0.2722222222222222,7,134577,0.012713599944974618
PH156612009,2085.0,966.0,1119.0,6.0,0.9580764488286067,0.030826140567200986,0.16892725030826142,0.25154130702836003,9,134574,0.0027960371312115567
PH156612010,898.0,453.0,445.0,1.0,0.041791044776119404,0.9462686567164179,0.026865671641791045,0.0,5,134376,0.0019003204319597723
PH156612011,491.0,242.0,249.0,1.0,0.967032967032967,0.01098901098901099,0.04945054945054945,0.038461538461538464,0,252528,0.0067506540005533786
PH156612012,455.0,210.0,245.0,2.0,0.9372384937238494,0.03347280334728033,0.012552301255230125,0.0,5,134582,0.004560932478628045
PH156612013,515.0,238.0,277.0,,0.03614457831325301,0.3453815261044177,0.004016064257028112,0.008032128514056224,1,134586,0.006293875039608229
PH156612015,256.0,121.0,135.0,1.0,0.012422360248447204,0.055900621118012424,0.006211180124223602,0.0,0,134377,0.008672589912758957
PH156612016,301.0,157.0,144.0,2.0,0.5511363636363636,0.3125,0.06818181818181818,0.011363636363636364,0,217015,0.00434879545632735
PH156612018,462.0,228.0,234.0,1.0,0.98,0.0,0.006666666666666667,0.02,0,217009,0.004224784029550972
PH156612019,574.0,295.0,279.0,2.0,0.5154639175257731,0.4742268041237113,0.08247422680412371,0.0,0,305034,0.00890222387173059
PH156612020,521.0,228.0,293.0,1.0,0.06878306878306878,0.9312169312169312,0.021164021164021163,0.026455026455026454,0,134595,0.003926498317190533
PH156612021,451.0,216.0,235.0,2.0,0.9214659685863874,0.05759162303664921,0.06806282722513089,0.18324607329842932,2,134581,0.007892917797813004
PH156612023,317.0,149.0,168.0,1.0,0.5481927710843374,0.3855421686746988,0.0,0.030120481927710843,0,134382,0.0003449415675460277
PH156612025,1662.0,799.0,863.0,1.0,0.02027027027027027,0.6058558558558559,0.0022522522522522522,0.16666666666666666,1,217026,0.0016337629216952568
PH156612026,336.0,163.0,173.0,,0.8289473684210527,0.07894736842105263,0.013157894736842105,0.13157894736842105,0,252528,0.0027400257944564578
PH156612030,536.0,247.0,289.0,1.0,0.17670682730923695,0.012048192771084338,0.004016064257028112,0.004016064257028112,0,134383,0.001432134407523517
PH156612032,1425.0,717.0,708.0,2.0,0.34308510638297873,0.6436170212765957,0.005319148936170213,0.0026595744680851063,3,134582,0.0028516651282720867
PH156612035,345.0,172.0,173.0,1.0,0.9741935483870968,0.025806451612903226,0.0064516129032258064,0.0,0,134584,0.004047369971865773
PH156612037,1440.0,727.0,713.0,1.0,0.9261744966442953,0.05592841163310962,0.5190156599552572,0.348993288590604,7,134577,0.003685885980506801
PH156612038,342.0,180.0,162.0,,0.990990990990991,0.009009009009009009,0.0,0.0,0,134383,0.011683343659480145
PH156612040,455.0,235.0,220.0,1.0,0.8145695364238411,0.17880794701986755,0.006622516556291391,0.039735099337748346,0,134587,0.0009146954302639342
PH156612041,212.0,98.0,114.0,,0.02631578947368421,0.881578947368421,0.0,0.013157894736842105,0,134392,0.01069619293478073
PH156612042,210.0,101.0,109.0,1.0,0.011494252873563218,0.9425287356321839,0.0,0.0,0,134391,0.0011096416746230859
PH156612046,384.0,218.0,166.0,3.0,0.8248587570621468,0.1751412429378531,0.0,0.0,0,134581,0.0033622043611596496
PH156612048,815.0,441.0,374.0,2.0,0.9921465968586387,0.005235602094240838,0.0,0.0,1,134385,0.01276485041162326
PH156612049,412.0,225.0,187.0,2.0,1.0,0.0,0.0,0.0,3,252529,0.008248494469485418
PH156612050,420.0,190.0,230.0,1.0,0.9587628865979382,0.0,0.061855670103092786,0.0,0,134377,0.007900814245841523
PH156612053,267.0,134.0,133.0,1.0,0.6363636363636364,0.03496503496503497,0.027972027972027972,0.03496503496503497,1,134375,0.009723467384921653
PH156612056,352.0,176.0,176.0,1.0,0.0,0.7567567567567568,0.0,0.0,0,134393,0.012312068470608008
PH156612057,937.0,421.0,516.0,1.0,0.0,0.8071895424836601,0.0,0.0,0,134393,0.001588774508151311
PH156612058,277.0,145.0,132.0,1.0,0.5,0.4788732394366197,0.007042253521126761,0.02112676056338028,0,134570,0.011254093360771966
PH156612059,463.0,220.0,243.0,2.0,0.5566037735849056,0.4386792452830189,0.0,0.0,0,134394,0.002423631902394345
PH156612060,772.0,361.0,411.0,1.0,0.9358974358974359,0.05982905982905983,0.18803418803418803,0.13675213675213677,0,134395,0.004087614746689375
PH156612061,249.0,115.0,134.0,1.0,0.36904761904761907,0.041666666666666664,0.0,0.0,1,134591,0.002100404360865857
PH156612065,260.0,132.0,128.0,,0.008928571428571428,0.17857142857142858,0.0,0.0,0,134587,0.006402691859854832
PH156612066,459.0,210.0,249.0,1.0,0.004739336492890996,0.8104265402843602,0.0,0.0,0,134392,0.0148003067791393
PH156612067,227.0,119.0,108.0,,0.018018018018018018,0.9279279279279279,0.0,0.0,0,134387,0.03338457883133604
PH156612069,1665.0,718.0,947.0,3.0,0.9743589743589743,0.014652014652014652,0.014652014652014652,0.9065934065934066,2,134589,0.0016928790765511677
PH156612070,748.0,383.0,365.0,1.0,0.02,0.044,0.0,0.0,0,252534,0.000775726521702852
PH156612071,592.0,259.0,333.0,,0.0,0.6147186147186147,0.0,0.0,0,305034,0.0032167284653009404
PH156612072,713.0,331.0,382.0,2.0,0.07867132867132867,0.5559440559440559,0.0017482517482517483,0.06818181818181818,0,305034,0.010068308499087601
PH156612073,1100.0,568.0,532.0,,0.9897610921501706,0.0,0.6655290102389079,0.19795221843003413,16,217031,0.004211626436635949
PH156612074,379.0,201.0,178.0,1.0,1.0,0.0,0.041666666666666664,0.0,0,134595,0.00446524662583714
PH156612075,352.0,183.0,169.0,1.0,0.5,0.29651162790697677,0.0,0.011627906976744186,0,134393,0.014217691509446097
PH156612076,1188.0,571.0,617.0,2.0,1.0,0.0,0.016227180527383367,0.0,1,134570,0.0019850678893989023
PH156612080,262.0,116.0,146.0,,0.014388489208633094,0.12949640287769784,0.0,0.0,0,305034,0.002142727198971354
PH156613001,1231.0,723.0,508.0,,0.009404388714733543,0.15047021943573669,0.0,0.04075235109717868,0,217032,0.005265177535557357
PH156613002,887.0,399.0,488.0,,0.0036363636363636364,0.36,0.0,0.0036363636363636364,1,217060,0.006925354528218007
PH156613003,681.0,349.0,332.0,1.0,0.20512820512820512,0.11355311355311355,0.2564102564102564,0.38095238095238093,1,134623,0.006493336015060487
PH156613004,1909.0,951.0,958.0,2.0,0.9906367041198502,0.0056179775280898875,0.8014981273408239,0.16666666666666666,4,134633,0.0072503151763453275
PH156613007,576.0,307.0,269.0,1.0,0.011764705882352941,0.4470588235294118,0.0,0.00392156862745098,2,217060,0.003204755595486854
PH156613008,1128.0,557.0,571.0,2.0,0.18333333333333332,0.02142857142857143,0.38571428571428573,0.6,1,134638,0.00897329536791084
PH156613009,539.0,252.0,287.0,1.0,0.023391812865497075,0.04678362573099415,0.9239766081871345,0.023391812865497075,0,217062,0.005566725753174675
PH156613010,523.0,267.0,256.0,,0.01276595744680851,0.00425531914893617,0.0,0.7319148936170212,1,134643,0.0037922659590345024
PH156613011,643.0,332.0,311.0,1.0,0.694560669456067,0.3054393305439331,0.029288702928870293,0.9372384937238494,1,134647,0.009429968721363235
PH156613014,616.0,315.0,301.0,1.0,0.6893617021276596,0.02127659574468085,0.0,0.01276595744680851,0,217058,0.010373153539001352
PH156613015,636.0,292.0,344.0,1.0,0.037037037037037035,0.24074074074074073,0.0,0.009259259259259259,2,217061,0.006054203029905165
PH156613016,888.0,552.0,336.0,,0.6386554621848739,0.16806722689075632,0.0,0.0,1,134634,0.007602956617042786
PH156613017,495.0,247.0,248.0,1.0,0.26548672566371684,0.7035398230088495,0.0,0.035398230088495575,0,217034,0.005788398059649971
PH156613018,600.0,320.0,280.0,1.0,0.1963470319634703,0.1004566210045662,0.4520547945205479,0.2968036529680365,1,134621,0.005136379885471835
PH156613019,794.0,458.0,336.0,1.0,0.006472491909385114,0.006472491909385114,0.5922330097087378,0.3948220064724919,0,134637,0.008304418295068226
PH156613020,790.0,377.0,413.0,,0.01282051282051282,0.0,0.008547008547008548,0.008547008547008548,0,134643,0.008737830779917225
PH156613021,818.0,425.0,393.0,1.0,0.48375451263537905,0.0,0.0036101083032490976,0.007220216606498195,1,134630,0.010750359711604025
PH156613023,602.0,254.0,348.0,,0.01809954751131222,0.7918552036199095,0.0,0.004524886877828055,2,134638,0.0013711055495965099
PH156613024,493.0,224.0,269.0,,0.6280487804878049,0.0,0.006097560975609756,0.0,1,217057,0.01591339945343534
PH156613025,791.0,400.0,391.0,1.0,0.004219409282700422,0.9409282700421941,0.016877637130801686,0.0,1,134643,0.006213337109754711
PH156613026,772.0,370.0,402.0,1.0,0.004545454545454545,0.2636363636363636,0.0,0.9454545454545454,1,134475,0.010046996787828676
PH156613027,776.0,384.0,392.0,1.0,0.20077220077220076,0.05019305019305019,0.13127413127413126,0.694980694980695,3,134631,0.0007954278609881103
PH156613028,463.0,200.0,263.0,1.0,0.0,0.2909090909090909,0.0,0.0,0,134628,0.015802651375703924
PH156613029,673.0,344.0,329.0,,0.0,0.3621621621621622,0.005405405405405406,0.0,0,217037,0.004941322687350303
PH156613030,398.0,180.0,218.0,1.0,0.03409090909090909,0.03977272727272727,0.005681818181818182,0.9545454545454546,1,217063,0.005477304692030884
PH156613031,662.0,340.0,322.0,1.0,0.005714285714285714,0.5714285714285714,0.005714285714285714,0.0,1,134628,0.005501402970087628
PH156613032,715.0,351.0,364.0,,0.006309148264984227,0.35646687697160884,0.006309148264984227,0.9558359621451105,1,134638,0.011256790640884364
PH156613033,743.0,321.0,422.0,1.0,0.670995670995671,0.05194805194805195,0.008658008658008658,0.0,0,217058,0.011333318645025682
PH156613035,529.0,271.0,258.0,,0.9911504424778761,0.0,0.030973451327433628,0.9690265486725663,1,134634,0.010785180255773104
PH156613036,690.0,411.0,279.0,1.0,0.7427184466019418,0.0,0.0,0.07766990291262135,0,217062,0.015686147116336775
PH156613037,1125.0,611.0,514.0,1.0,0.08666666666666667,0.71,0.0033333333333333335,0.9833333333333333,3,134637,0.004985636482865254
PH156613038,644.0,310.0,334.0,1.0,0.03167420814479638,0.8280542986425339,0.0,0.0,0,217036,0.013650408581044276
PH156613039,921.0,451.0,470.0,1.0,0.011583011583011582,0.14285714285714285,0.007722007722007722,0.0,1,134642,0.0067006417016862215
PH156613040,664.0,349.0,315.0,1.0,1.0,0.0,0.0,0.0,1,318409,0.001069244603393762
PH156613041,980.0,553.0,427.0,,0.007751937984496124,0.9534883720930233,0.003875968992248062,0.0,0,217036,0.021481286800033295
PH156613042,708.0,349.0,359.0,,0.0,0.004761904761904762,0.0,0.02857142857142857,0,134632,0.010507975921219652
PH156613043,864.0,484.0,380.0,,0.3008474576271186,0.0,0.6567796610169492,0.1694915254237288,2,305047,0.0070258456403363865
PH156613044,499.0,227.0,272.0,1.0,0.06593406593406594,0.6538461538461539,0.0,0.01098901098901099,0,217054,0.006068598573268519
PH156613045,586.0,243.0,343.0,2.0,0.078125,0.265625,0.00390625,0.05859375,2,134644,0.004522927650462307
PH156613047,667.0,338.0,329.0,1.0,0.8260869565217391,0.08152173913043478,0.6195652173913043,0.24456521739130435,1,134645,0.003141373043064757
PH156613048,845.0,465.0,380.0,3.0,0.22878228782287824,0.0036900369003690036,0.007380073800738007,0.1918819188191882,1,134641,0.008841335084800804
PH156613049,781.0,368.0,413.0,1.0,0.0,0.0875,0.0,0.0,1,217010,0.005198319281559208
PH156613051,773.0,380.0,393.0,1.0,1.0,0.0,0.0,0.9961685823754789,2,134648,0.009038718870578541
PH156613052,624.0,283.0,341.0,1.0,0.5652173913043478,0.38164251207729466,0.0,0.004830917874396135,0,134632,0.009812842152075583
PH156613053,639.0,289.0,350.0,1.0,0.7745098039215687,0.024509803921568627,0.024509803921568627,0.946078431372549,3,134632,0.006469978358291517
PH156613054,988.0,487.0,501.0,1.0,0.021806853582554516,0.30218068535825543,0.4485981308411215,0.27102803738317754,1,134650,0.006161052521648372
