PROV,PSGC_PROV,CITY/MUNI,PSGC_CITY/MUNI,BRGY,PSGC_BRGY,No_of_Schools,cluster
MAGUINDANAO,PH153800000,GEN. S.K. PENDATUN,PH153819000,Panosolen,PH153819015,2.0,3.0
MAGUINDANAO,PH153800000,GEN. S.K. PENDATUN,PH153819000,Ramcor,PH153819016,2.0,2.0
MAGUINDANAO,PH153800000,GEN. S.K. PENDATUN,PH153819000,Tonggol,PH153819017,1.0,0.0
MAGUINDANAO,PH153800000,GEN. S.K. PENDATUN,PH153819000,Upper Lasangan,PH153819022,1.0,3.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Libutan,PH153820007,2.0,2.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Lusay,PH153820009,1.0,3.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Mamasapano,PH153820010,1.0,2.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Manongkaling,PH153820011,3.0,1.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Pidsandawan,PH153820013,4.0,3.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Pimbalakan,PH153820014,1.0,3.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Sapakan,PH153820016,1.0,0.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Tuka,PH153820017,1.0,0.0
MAGUINDANAO,PH153800000,MAMASAPANO,PH153820000,Tukanalipao,PH153820018,3.0,0.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Bintan (Bentan),PH153821002,1.0,0.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Kiladap,PH153821004,1.0,0.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Kilalan,PH153821005,1.0,3.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Kuden,PH153821006,1.0,2.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Makadayon,PH153821007,1.0,3.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Manggay,PH153821008,1.0,0.0
MAGUINDANAO,PH153800000,TALITAY,PH153821000,Pageda,PH153821011,1.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Balatungkayo (Batungkayo),PH153822001,1.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Bulit,PH153822002,1.0,0.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Dungguan,PH153822004,2.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Limbalud,PH153822005,1.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Maridagao,PH153822006,1.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Nabundas,PH153822007,2.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Pagagawan,PH153822008,2.0,0.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Talapas,PH153822009,1.0,3.0
MAGUINDANAO,PH153800000,PAGAGAWAN,PH153822000,Tunggol,PH153822011,3.0,2.0
MAGUINDANAO,PH153800000,PAGLAT,PH153823000,Damakling,PH153823001,2.0,3.0
MAGUINDANAO,PH153800000,PAGLAT,PH153823000,Paglat,PH153823003,2.0,0.0
MAGUINDANAO,PH153800000,PAGLAT,PH153823000,Upper Idtig,PH153823004,1.0,3.0
MAGUINDANAO,PH153800000,PAGLAT,PH153823000,Campo,PH153823005,2.0,3.0
MAGUINDANAO,PH153800000,PAGLAT,PH153823000,Salam,PH153823007,1.0,3.0
MAGUINDANAO,PH153800000,PAGLAT,PH153823000,Tual,PH153823008,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Balut,PH153824001,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Boliok,PH153824002,1.0,0.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Bungabong,PH153824003,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Dagurongan,PH153824004,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Kirkir,PH153824005,1.0,0.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Macabico (Macabiso),PH153824006,2.0,0.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Namuken,PH153824007,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Simuay/Seashore,PH153824008,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Solon,PH153824009,2.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Tambo,PH153824010,1.0,0.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Tapayan,PH153824011,2.0,0.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Tariken,PH153824012,1.0,3.0
MAGUINDANAO,PH153800000,SULTAN MASTURA,PH153824000,Tuka,PH153824013,1.0,3.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Ahan,PH153825001,3.0,3.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Bagan,PH153825002,3.0,0.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Kalumamis,PH153825004,1.0,3.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Macasampen,PH153825007,1.0,0.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Muslim,PH153825008,1.0,0.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Muti,PH153825009,1.0,0.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Sampao,PH153825010,2.0,3.0
MAGUINDANAO,PH153800000,GUINDULUNGAN,PH153825000,Tambunan II,PH153825011,4.0,2.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Dapiawan,PH153826002,1.0,2.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Elian,PH153826003,1.0,2.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Gawang,PH153826005,1.0,3.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Kabengi,PH153826007,2.0,0.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Kitango,PH153826008,1.0,2.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Kitapok,PH153826009,1.0,0.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Madia,PH153826010,1.0,0.0
MAGUINDANAO,PH153800000,DATU SAUDI-AMPATUAN,PH153826000,Salbu,PH153826013,5.0,2.0
MAGUINDANAO,PH153800000,DATU UNSAY,PH153827000,Iganagampong,PH153827002,1.0,0.0
MAGUINDANAO,PH153800000,DATU UNSAY,PH153827000,Maitumaig,PH153827004,2.0,0.0
MAGUINDANAO,PH153800000,DATU UNSAY,PH153827000,Meta,PH153827006,2.0,2.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Banaba,PH153828001,3.0,2.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Dimampao,PH153828002,1.0,0.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Guinibon,PH153828003,2.0,0.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Kaya-kaya,PH153828004,1.0,3.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Maganoy,PH153828005,1.0,2.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Mao,PH153828006,2.0,2.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Maranding,PH153828007,1.0,3.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Sugadol,PH153828008,1.0,0.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Talisawa,PH153828009,2.0,2.0
MAGUINDANAO,PH153800000,DATU ABDULLAH SANGKI,PH153828000,Tukanolocong (Tukanologong),PH153828010,1.0,0.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Baital,PH153829001,1.0,3.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Bakat,PH153829002,1.0,3.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Gaunan,PH153829004,1.0,0.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Malibpolok,PH153829005,1.0,3.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Mileb,PH153829006,2.0,3.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Panadtaban,PH153829007,1.0,3.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Sapakan (Pob.),PH153829010,2.0,0.0
MAGUINDANAO,PH153800000,RAJAH BUAYAN,PH153829000,Tabungao,PH153829011,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Kinimi,PH153830001,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Laguitan,PH153830002,1.0,0.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Lapaken,PH153830003,2.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Matuber,PH153830004,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Meti,PH153830005,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Nalkan,PH153830006,2.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Penansaran,PH153830007,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Resa,PH153830008,2.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Sedem,PH153830009,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Sinipak,PH153830010,1.0,0.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Tambak,PH153830011,3.0,0.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Tubuan,PH153830012,1.0,3.0
MAGUINDANAO,PH153800000,DATU BLAH T. SINSUAT,PH153830000,Pura,PH153830013,1.0,3.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Adaon,PH153831001,1.0,0.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Brar,PH153831002,1.0,2.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Mapayag,PH153831003,1.0,0.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Midtimbang (Pob.),PH153831004,1.0,0.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Nunangan (Nunangen),PH153831005,1.0,0.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Tugal,PH153831006,2.0,3.0
MAGUINDANAO,PH153800000,DATU ANGGAL MIDTIMBANG,PH153831000,Tulunan,PH153831007,1.0,3.0
MAGUINDANAO,PH153800000,MANGUDADATU,PH153832000,Daladagan,PH153832001,1.0,3.0
MAGUINDANAO,PH153800000,MANGUDADATU,PH153832000,Kalian,PH153832002,1.0,3.0
MAGUINDANAO,PH153800000,MANGUDADATU,PH153832000,Paitan,PH153832004,1.0,3.0
MAGUINDANAO,PH153800000,MANGUDADATU,PH153832000,Panapan,PH153832005,1.0,3.0
MAGUINDANAO,PH153800000,MANGUDADATU,PH153832000,Tumbao,PH153832008,2.0,3.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Kabuling,PH153833001,1.0,3.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Kayaga,PH153833002,2.0,0.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Kayupo (Cuyapo),PH153833003,1.0,3.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Lepak,PH153833004,1.0,3.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Malangit,PH153833006,1.0,0.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Pandag,PH153833007,1.0,3.0
MAGUINDANAO,PH153800000,PANDAG,PH153833000,Upper Dilag,PH153833008,1.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Damatog,PH153834002,1.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Gayonga,PH153834003,2.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Guiawa,PH153834004,1.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Indatuan,PH153834005,1.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Kapimpilan,PH153834006,2.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Libungan,PH153834007,1.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Paulino Labio,PH153834009,1.0,2.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Sabaken,PH153834010,2.0,3.0
MAGUINDANAO,PH153800000,NORTHERN KABUNTALAN,PH153834000,Tumaguinting,PH153834011,1.0,3.0
MAGUINDANAO,PH153800000,DATU HOFFER AMPATUAN,PH153835000,Labu-labu I,PH153835002,1.0,0.0
MAGUINDANAO,PH153800000,DATU HOFFER AMPATUAN,PH153835000,Limpongo,PH153835004,3.0,0.0
MAGUINDANAO,PH153800000,DATU HOFFER AMPATUAN,PH153835000,Tuayan,PH153835008,1.0,0.0
MAGUINDANAO,PH153800000,DATU HOFFER AMPATUAN,PH153835000,Tuayan I,PH153835009,1.0,2.0
MAGUINDANAO,PH153800000,DATU HOFFER AMPATUAN,PH153835000,Macalag,PH153835010,2.0,3.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Andavit,PH153836002,1.0,3.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Butilen,PH153836005,1.0,3.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Pagatin,PH153836013,3.0,0.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Pandi,PH153836014,1.0,3.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Penditen,PH153836015,3.0,3.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Sambulawan,PH153836016,1.0,0.0
MAGUINDANAO,PH153800000,DATU SALIBO,PH153836000,Tee,PH153836017,1.0,3.0
MAGUINDANAO,PH153800000,SHARIFF SAYDONA MUSTAPHA,PH153837000,Dasawao,PH153837003,2.0,3.0
MAGUINDANAO,PH153800000,SHARIFF SAYDONA MUSTAPHA,PH153837000,Duguengen,PH153837006,1.0,0.0
MAGUINDANAO,PH153800000,SHARIFF SAYDONA MUSTAPHA,PH153837000,Pamalian,PH153837012,1.0,0.0
MAGUINDANAO,PH153800000,SHARIFF SAYDONA MUSTAPHA,PH153837000,Pikeg,PH153837013,1.0,0.0
SULU,PH156600000,INDANAN,PH156601000,Adjid,PH156601001,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Bato-bato,PH156601003,3.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Buanza,PH156601004,2.0,2.0
SULU,PH156600000,INDANAN,PH156601000,Bunut,PH156601006,2.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Kagay,PH156601010,2.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Kajatian,PH156601011,2.0,1.0
SULU,PH156600000,INDANAN,PH156601000,Karawan,PH156601014,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Kuppong,PH156601016,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Langpas,PH156601018,2.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Licup,PH156601019,2.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Malimbaya,PH156601020,1.0,0.0
SULU,PH156600000,INDANAN,PH156601000,Manilop,PH156601022,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Paligue,PH156601023,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Panabuan,PH156601024,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Pasil,PH156601025,2.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Poblacion (Indanan),PH156601026,1.0,0.0
SULU,PH156600000,INDANAN,PH156601000,Sapah Malaum,PH156601027,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Panglima Misuari (Sasak),PH156601028,1.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Sionogan,PH156601029,2.0,0.0
SULU,PH156600000,INDANAN,PH156601000,Tagbak,PH156601030,2.0,3.0
SULU,PH156600000,INDANAN,PH156601000,Timbangan,PH156601031,3.0,0.0
SULU,PH156600000,INDANAN,PH156601000,Tubig Dakulah,PH156601032,1.0,3.0
SULU,PH156600000,JOLO (Capital),PH156602000,Alat,PH156602001,5.0,0.0
SULU,PH156600000,JOLO (Capital),PH156602000,Asturias,PH156602002,9.0,1.0
SULU,PH156600000,JOLO (Capital),PH156602000,Bus-bus,PH156602003,8.0,1.0
SULU,PH156600000,JOLO (Capital),PH156602000,Chinese Pier,PH156602004,2.0,0.0
SULU,PH156600000,JOLO (Capital),PH156602000,San Raymundo,PH156602007,13.0,1.0
SULU,PH156600000,JOLO (Capital),PH156602000,Takut-takut,PH156602008,1.0,0.0
SULU,PH156600000,JOLO (Capital),PH156602000,Tulay,PH156602009,3.0,2.0
SULU,PH156600000,JOLO (Capital),PH156602000,Walled City (Pob.),PH156602010,8.0,1.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Kambing,PH156603002,1.0,3.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Kanlagay,PH156603004,1.0,3.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Pang,PH156603010,2.0,0.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Pangdan Pangdan,PH156603011,1.0,3.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Pitogo,PH156603012,2.0,3.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Karungdong (Pob.),PH156603013,2.0,0.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Tunggol,PH156603016,1.0,3.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Masjid Bayle,PH156603017,1.0,3.0
SULU,PH156600000,KALINGALAN CALUANG,PH156603000,Masjid Punjungan,PH156603018,2.0,0.0
SULU,PH156600000,LUUK,PH156604000,Bual,PH156604004,1.0,0.0
SULU,PH156600000,LUUK,PH156604000,Kan-Bulak,PH156604007,2.0,0.0
SULU,PH156600000,LUUK,PH156604000,Kan-Mindus,PH156604008,2.0,0.0
SULU,PH156600000,LUUK,PH156604000,Lambago,PH156604012,1.0,0.0
SULU,PH156600000,LUUK,PH156604000,Lianutan,PH156604013,1.0,3.0
SULU,PH156600000,LUUK,PH156604000,Lingah,PH156604014,1.0,3.0
SULU,PH156600000,LUUK,PH156604000,Mananti,PH156604015,1.0,3.0
SULU,PH156600000,LUUK,PH156604000,Tubig-Puti (Pob.),PH156604021,2.0,2.0
SULU,PH156600000,LUUK,PH156604000,Tandu-Bato,PH156604024,2.0,2.0
SULU,PH156600000,LUUK,PH156604000,Tulayan Island,PH156604028,1.0,3.0
SULU,PH156600000,LUUK,PH156604000,Niog-niog,PH156604030,4.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Bato Ugis,PH156605002,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Bualo Lipid,PH156605004,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Ratag Limbon,PH156605006,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Gulangan,PH156605008,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Ipil,PH156605009,1.0,0.0
SULU,PH156600000,MAIMBUNG,PH156605000,Kulasi,PH156605012,2.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Lagasan Asibih,PH156605014,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Laum Maimbung,PH156605017,3.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Lower Tambaking,PH156605019,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Lapa,PH156605020,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Matatal,PH156605021,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Patao,PH156605022,1.0,0.0
SULU,PH156600000,MAIMBUNG,PH156605000,Poblacion (Maimbung),PH156605023,1.0,0.0
SULU,PH156600000,MAIMBUNG,PH156605000,Tandu Patong,PH156605025,2.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Tubig-Samin,PH156605026,1.0,3.0
SULU,PH156600000,MAIMBUNG,PH156605000,Upper Tambaking,PH156605027,1.0,3.0
SULU,PH156600000,HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,Bubuan,PH156606002,1.0,3.0
SULU,PH156600000,HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,Kabuukan,PH156606003,3.0,3.0
SULU,PH156600000,HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,Pag-asinan,PH156606008,1.0,3.0
SULU,PH156600000,HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,Bangas (Pob.),PH156606012,3.0,0.0
SULU,PH156600000,HADJI PANGLIMA TAHIL (MARUNGGAS),PH156606000,Teomabal,PH156606015,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Asin,PH156607001,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Bitanag,PH156607005,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Bulangsi,PH156607007,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Kan Ukol,PH156607013,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Kan-Sipat,PH156607016,1.0,0.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Kulay-kulay,PH156607018,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Lower Patibulan,PH156607028,2.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Upper Patibulan,PH156607029,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Pugad Manaul,PH156607030,1.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Seit Lake (Pob.),PH156607034,2.0,0.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Su-uh,PH156607036,2.0,0.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Tabu Manuk,PH156607037,2.0,3.0
SULU,PH156600000,OLD PANAMAO,PH156607000,Tayungan,PH156607039,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Alu Bunah,PH156608001,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Bangkilay,PH156608003,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Kawitan,PH156608004,2.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Kehi Niog,PH156608005,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Lantong Babag,PH156608006,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Lumah Dapdap,PH156608007,3.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Pandan Niog,PH156608009,5.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Panducan,PH156608010,3.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Panitikan,PH156608011,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Patutol,PH156608012,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Simbahan (Pob.),PH156608013,4.0,0.0
SULU,PH156600000,PANGUTARAN,PH156608000,Se-ipang,PH156608014,2.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Suang Bunah,PH156608016,1.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Tonggasang,PH156608017,2.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Tubig Nonok,PH156608018,3.0,3.0
SULU,PH156600000,PANGUTARAN,PH156608000,Tubig Sallang,PH156608019,3.0,3.0
SULU,PH156600000,PARANG,PH156609000,Kaha,PH156609001,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Alu Pangkoh,PH156609002,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Bagsak,PH156609003,2.0,0.0
SULU,PH156600000,PARANG,PH156609000,Biid,PH156609005,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Danapa,PH156609011,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Gimba Lagasan,PH156609013,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Kahoy Sinah,PH156609015,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Kanaway,PH156609016,2.0,3.0
SULU,PH156600000,PARANG,PH156609000,Kutah Sairap,PH156609017,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Lagasan Higad,PH156609019,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Laum Buwahan,PH156609021,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Laum Suwah,PH156609023,2.0,3.0
SULU,PH156600000,PARANG,PH156609000,Alu Layag-Layag,PH156609024,1.0,0.0
SULU,PH156600000,PARANG,PH156609000,Liang,PH156609025,1.0,0.0
SULU,PH156600000,PARANG,PH156609000,Linuho,PH156609026,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Lipunos,PH156609027,1.0,0.0
SULU,PH156600000,PARANG,PH156609000,Lungan Gitong,PH156609028,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Lumbaan Mahaba,PH156609029,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Lupa Abu,PH156609030,3.0,3.0
SULU,PH156600000,PARANG,PH156609000,Paugan,PH156609032,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Payuhan,PH156609033,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Saldang,PH156609036,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Sampunay,PH156609037,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Silangkan,PH156609038,2.0,0.0
SULU,PH156600000,PARANG,PH156609000,Taingting,PH156609039,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Tukay,PH156609041,1.0,3.0
SULU,PH156600000,PARANG,PH156609000,Tumangas,PH156609042,2.0,3.0
SULU,PH156600000,PARANG,PH156609000,Lower Sampunay,PH156609045,1.0,0.0
SULU,PH156600000,PATA,PH156610000,Daungdong,PH156610003,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Kamawi,PH156610004,2.0,3.0
SULU,PH156600000,PATA,PH156610000,Kanjarang,PH156610005,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Kayawan (Pob.),PH156610006,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Kiput,PH156610007,2.0,3.0
SULU,PH156600000,PATA,PH156610000,Likud,PH156610008,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Luuk-tulay,PH156610009,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Patian,PH156610011,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Pisak-pisak,PH156610012,1.0,0.0
