PROV,PSGC_PROV,CITY/MUNI,PSGC_CITY/MUNI,BRGY,PSGC_BRGY,No_of_Schools,cluster
SULU,PH156600000,PATA,PH156610000,Sangkap,PH156610014,1.0,3.0
SULU,PH156600000,PATA,PH156610000,Timuddas,PH156610015,2.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Anuling,PH156611001,1.0,1.0
SULU,PH156600000,PATIKUL,PH156611000,Bangkal,PH156611003,3.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Bonbon,PH156611004,1.0,0.0
SULU,PH156600000,PATIKUL,PH156611000,Danag,PH156611007,2.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Igasan,PH156611008,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Kabbon Takas,PH156611009,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Kadday Mampallam,PH156611010,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Kan Ague,PH156611011,1.0,0.0
SULU,PH156600000,PATIKUL,PH156611000,Kaunayan,PH156611012,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Langhub,PH156611013,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Latih,PH156611014,5.0,4.0
SULU,PH156600000,PATIKUL,PH156611000,Mauboh,PH156611017,1.0,2.0
SULU,PH156600000,PATIKUL,PH156611000,Patikul Higad,PH156611021,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Taglibi (Pob.),PH156611023,2.0,0.0
SULU,PH156600000,PATIKUL,PH156611000,Tandu-Bagua,PH156611024,2.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Tanum,PH156611025,1.0,0.0
SULU,PH156600000,PATIKUL,PH156611000,Taung,PH156611026,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Timpok,PH156611027,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Tugas,PH156611028,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Umangay,PH156611029,1.0,3.0
SULU,PH156600000,PATIKUL,PH156611000,Gandasuli,PH156611030,1.0,0.0
SULU,PH156600000,SIASI,PH156612000,Buan,PH156612004,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Bulihkullul,PH156612007,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Campo Islam,PH156612008,1.0,0.0
SULU,PH156600000,SIASI,PH156612000,Poblacion (Campo Baro),PH156612009,6.0,0.0
SULU,PH156600000,SIASI,PH156612000,Duggo,PH156612010,1.0,0.0
SULU,PH156600000,SIASI,PH156612000,Duhol Tara,PH156612011,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,East Kungtad,PH156612012,2.0,0.0
SULU,PH156600000,SIASI,PH156612000,Ipil,PH156612015,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Jambangan,PH156612016,2.0,3.0
SULU,PH156600000,SIASI,PH156612000,Kabubu,PH156612018,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Kong-Kong Laminusa,PH156612019,2.0,3.0
SULU,PH156600000,SIASI,PH156612000,Kud-kud,PH156612020,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Kungtad West,PH156612021,2.0,3.0
SULU,PH156600000,SIASI,PH156612000,Luuk Laminusa,PH156612023,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Latung,PH156612025,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Manta,PH156612030,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Minapan,PH156612032,2.0,0.0
SULU,PH156600000,SIASI,PH156612000,Nipa-nipa,PH156612035,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,North Laud,PH156612037,1.0,0.0
SULU,PH156600000,SIASI,PH156612000,North Musu Laud,PH156612040,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Punungan,PH156612042,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Pislong,PH156612046,3.0,3.0
SULU,PH156600000,SIASI,PH156612000,Ratag,PH156612048,2.0,3.0
SULU,PH156600000,SIASI,PH156612000,Sablay,PH156612049,2.0,0.0
SULU,PH156600000,SIASI,PH156612000,Sarukot,PH156612050,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Siburi,PH156612053,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Singko,PH156612056,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Siolakan,PH156612057,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Siundoh,PH156612058,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Siowing,PH156612059,2.0,3.0
SULU,PH156600000,SIASI,PH156612000,Sipanding,PH156612060,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Sisangat,PH156612061,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,South Silumpak,PH156612066,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Subah Buaya,PH156612069,3.0,3.0
SULU,PH156600000,SIASI,PH156612000,Tampakan Laminusa,PH156612070,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Tong Laminusa,PH156612072,2.0,3.0
SULU,PH156600000,SIASI,PH156612000,Tonglabah,PH156612074,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Tubig Kutah,PH156612075,1.0,3.0
SULU,PH156600000,SIASI,PH156612000,Tulling,PH156612076,2.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Bandang,PH156613003,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Bilaan (Pob.),PH156613004,2.0,0.0
SULU,PH156600000,TALIPAO,PH156613000,Bud Bunga,PH156613007,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Buntod,PH156613008,2.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Buroh,PH156613009,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Gata,PH156613011,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kabatuhan Tiis,PH156613014,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kabungkol,PH156613015,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kahawa,PH156613017,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kandaga,PH156613018,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kanlibot,PH156613019,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kuhaw,PH156613021,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lagtoh,PH156613025,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lambanah,PH156613026,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Liban,PH156613027,1.0,0.0
SULU,PH156600000,TALIPAO,PH156613000,Liu-Bud Pantao,PH156613028,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lower Kamuntayan,PH156613030,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lower Laus,PH156613031,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lower Talipao,PH156613033,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lumping Pigih Daho,PH156613036,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Lungkiaban,PH156613037,1.0,0.0
SULU,PH156600000,TALIPAO,PH156613000,Mabahay,PH156613038,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Mahala,PH156613039,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Mampallam,PH156613040,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Niog-Sangahan,PH156613044,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Pantao,PH156613045,2.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Samak,PH156613047,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Talipao Proper,PH156613048,3.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Tampakan,PH156613049,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Tiis,PH156613051,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Tinggah,PH156613052,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Tubod,PH156613053,1.0,0.0
SULU,PH156600000,TALIPAO,PH156613000,Tuyang,PH156613054,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Upper Laus,PH156613056,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Upper Sinumaan,PH156613057,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Kabatuhan Bilaan,PH156613059,1.0,3.0
SULU,PH156600000,TALIPAO,PH156613000,Upper Binuang,PH156613060,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Banting,PH156614003,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Hawan,PH156614010,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Alu-Kabingaan,PH156614013,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Kalang (Pob.),PH156614014,2.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Kamaunggi,PH156614016,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Kanmangon,PH156614017,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Kaumpang,PH156614019,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Pagatpat,PH156614025,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Pangdan,PH156614027,2.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Puok,PH156614028,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Sumambat,PH156614032,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Tangkapaan,PH156614033,1.0,3.0
SULU,PH156600000,TAPUL,PH156614000,Tulakan,PH156614035,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Bakkaan,PH156615001,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Bangalaw,PH156615002,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Danao,PH156615003,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Dungon,PH156615004,4.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Kahikukuk,PH156615005,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Luuk (Pob.),PH156615006,2.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,North Paarol,PH156615007,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Sigumbal,PH156615009,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,South Paarol,PH156615010,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Tabialan,PH156615011,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Tainga-Bakkao,PH156615012,1.0,0.0
SULU,PH156600000,TONGKIL,PH156615000,Tambun-bun,PH156615013,1.0,3.0
SULU,PH156600000,TONGKIL,PH156615000,Tinutungan,PH156615014,1.0,0.0
SULU,PH156600000,TONGKIL,PH156615000,Tattalan,PH156615015,1.0,0.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Gagguil,PH156616001,1.0,3.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Gata-gata,PH156616002,1.0,3.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Kamih-Pungud,PH156616003,1.0,3.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Lihbug Kabaw,PH156616004,1.0,0.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Pandakan,PH156616006,1.0,0.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Punay (Pob.),PH156616007,2.0,0.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Tiptipon,PH156616008,2.0,3.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Likbah,PH156616010,1.0,0.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Marsada,PH156616011,2.0,3.0
SULU,PH156600000,PANGLIMA ESTINO (NEW PANAMAO),PH156616000,Paiksa,PH156616012,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Alu Bus-Bus,PH156617001,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Alu-Duyong,PH156617002,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Bas Lugus,PH156617003,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Gapas Rugasan,PH156617004,2.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Gapas Tubig Tuwak,PH156617005,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Huwit-huwit Bas Nonok,PH156617007,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Kutah Parang,PH156617008,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Laha,PH156617009,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Larap,PH156617010,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Lugus Proper,PH156617011,3.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Mangkallay,PH156617012,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Pait,PH156617014,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Parian Kayawan,PH156617015,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Sibul,PH156617016,1.0,3.0
SULU,PH156600000,LUGUS,PH156617000,Tingkangan,PH156617017,1.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Bud Sibaud,PH156618002,1.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Hambilan,PH156618003,2.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Kabbon,PH156618004,2.0,0.0
SULU,PH156600000,PANDAMI,PH156618000,Lahi,PH156618005,2.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Lapak,PH156618006,1.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Malanta,PH156618007,2.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,North Manubul,PH156618009,2.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Parian Dakula,PH156618010,3.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Sibaud Proper,PH156618011,1.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Siganggang,PH156618012,2.0,3.0
SULU,PH156600000,PANDAMI,PH156618000,Suba-suba,PH156618014,4.0,3.0
SULU,PH156600000,OMAR,PH156619000,Andalan,PH156619001,3.0,0.0
SULU,PH156600000,OMAR,PH156619000,Angilan,PH156619002,3.0,2.0
SULU,PH156600000,OMAR,PH156619000,Capual Island,PH156619003,4.0,0.0
SULU,PH156600000,OMAR,PH156619000,Huwit-huwit,PH156619004,2.0,0.0
SULU,PH156600000,OMAR,PH156619000,Lahing-Lahing,PH156619005,1.0,3.0
SULU,PH156600000,OMAR,PH156619000,Niangkaan,PH156619006,4.0,3.0
SULU,PH156600000,OMAR,PH156619000,Sucuban,PH156619007,1.0,3.0
SULU,PH156600000,OMAR,PH156619000,Tangkuan,PH156619008,1.0,0.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Balimbing Proper,PH157001001,3.0,0.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Batu-batu (Pob.),PH157001002,2.0,2.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Buan,PH157001003,6.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Dungon,PH157001004,1.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Luuk Buntal,PH157001005,2.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Parangan,PH157001007,3.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Tabunan,PH157001008,1.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Tungbangkaw,PH157001009,2.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Bauno Garing,PH157001010,1.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Belatan Halu,PH157001011,2.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Karaha,PH157001012,2.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Kulape,PH157001013,2.0,0.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Liyaburan,PH157001014,1.0,3.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Magsaggaw,PH157001015,3.0,0.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Malacca,PH157001016,1.0,0.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Sumangday,PH157001017,1.0,0.0
TAWI-TAWI,PH157000000,PANGLIMA SUGALA (BALIMBING),PH157001000,Tundon,PH157001018,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Ipil,PH157002005,1.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Kamagong,PH157002006,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Karungdong,PH157002007,3.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Lakit Lakit,PH157002009,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Lamion,PH157002010,3.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Lapid Lapid,PH157002012,1.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Lato Lato,PH157002013,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Luuk Pandan,PH157002014,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Malassa,PH157002016,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Mandulan,PH157002017,2.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Masantong,PH157002018,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pababag,PH157002021,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pagasinan,PH157002022,3.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pahut,PH157002023,2.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pakias,PH157002024,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Paniongan,PH157002025,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pasiagan,PH157002026,2.0,2.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Bongao Poblacion,PH157002027,15.0,2.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Sanga-sanga,PH157002030,4.0,2.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Silubog,PH157002031,3.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Simandagit,PH157002033,5.0,2.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Sumangat,PH157002034,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Tarawakan,PH157002037,1.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Tongsinah,PH157002040,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Tubig Basag,PH157002042,2.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Ungus-ungus,PH157002043,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Lagasan,PH157002044,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Nalil,PH157002045,3.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pagatpat,PH157002046,2.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Pag-asa,PH157002047,4.0,0.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Tubig Tanah,PH157002048,1.0,3.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Tubig-Boh,PH157002049,5.0,1.0
TAWI-TAWI,PH157000000,BONGAO (Capital),PH157002000,Tubig-Mampallam,PH157002050,4.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Boki,PH157003001,2.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Duhul Batu,PH157003002,1.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Kompang,PH157003003,1.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Lupa Pula (Pob.),PH157003004,2.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Guppah,PH157003005,2.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Mahalo,PH157003006,3.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Pawan,PH157003007,1.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Sikub,PH157003008,1.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Tabulian,PH157003009,1.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Tanduan,PH157003010,1.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Umus Mataha,PH157003012,1.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Erok-erok,PH157003013,2.0,3.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Liyubud,PH157003014,1.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Lubbak Parang,PH157003015,2.0,0.0
TAWI-TAWI,PH157000000,MAPUN (CAGAYAN DE TAWI-TAWI),PH157003000,Sapa,PH157003016,1.0,0.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Manuk Mangkaw,PH157004002,7.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Mongkay,PH157004003,2.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Tampakan (Pob.),PH157004004,2.0,0.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Tonggosong,PH157004005,1.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Tubig Indangan,PH157004006,6.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Ubol,PH157004007,1.0,0.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Doh-Tong,PH157004008,2.0,0.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Luuk Datan,PH157004009,1.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Panglima Mastul,PH157004012,2.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Sukah-Bulan,PH157004013,1.0,0.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Timundon,PH157004014,2.0,3.0
TAWI-TAWI,PH157000000,SIMUNUL,PH157004000,Bagid*,PH157004015,1.0,3.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,South Larap (Larap),PH157005001,2.0,0.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Sitangkai Poblacion,PH157005004,4.0,3.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Tongmageng,PH157005010,1.0,3.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Tongusong,PH157005012,1.0,3.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Datu Baguinda Putih,PH157005016,2.0,3.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Imam Sapie,PH157005021,2.0,0.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Panglima Alari,PH157005023,2.0,3.0
TAWI-TAWI,PH157000000,SITANGKAI,PH157005000,Sipangkot,PH157005025,3.0,0.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Bintawlan,PH157006006,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Bubuan,PH157006008,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Bunay Bunay Center,PH157006011,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Nunuk,PH157006014,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Likud Tabawan,PH157006019,3.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Nusa-nusa,PH157006023,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Pampang,PH157006025,3.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Putat,PH157006026,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Sollogan,PH157006027,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Tong Tampakan,PH157006032,1.0,3.0
TAWI-TAWI,PH157000000,SOUTH UBIAN,PH157006000,Tubig Dayang,PH157006035,2.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Kepeng,PH157007010,1.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Naungan,PH157007026,1.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Sallangan,PH157007030,2.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Sapa,PH157007031,2.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Tongbangkaw,PH157007042,1.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Tangngah (Tangngah Ungus Matata),PH157007043,3.0,0.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Himbah,PH157007046,2.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Sibakloon,PH157007049,2.0,0.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Tandubato,PH157007050,2.0,3.0
TAWI-TAWI,PH157000000,TANDUBAS,PH157007000,Taruk,PH157007052,1.0,3.0
TAWI-TAWI,PH157000000,TURTLE ISLANDS,PH157008000,Taganak Poblacion,PH157008001,4.0,0.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Bakong,PH157009001,4.0,3.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Bas-bas Proper,PH157009002,1.0,3.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Basnunuk,PH157009003,1.0,3.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Darussalam,PH157009004,1.0,0.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Languyan Proper (Pob.),PH157009005,3.0,0.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Maraning,PH157009006,1.0,3.0
TAWI-TAWI,PH157000000,LANGUYAN,PH157009000,Simalak,PH157009009,1.0,3.0
