SDG_Households_Electricity_Light_Pct,SDG_Households_Kerosene_Gass_Light_Pct,SDG_Households_Drinking_Owned_Faucet_Pct,SDG_Households_Drinking_Shared_Faucet_Pct,SGD_Households_Construction_Material_Concrete_Pct,SGD_Building_Tenure_Type_Owned_Pct,SGD_Type_Building_Single_Pct,SGD_Type_Worker_Man,SGD_Type_Worker_Pro,SGD_Type_Worker_Tec,SGD_Type_Worker_Cle,SGD_Type_Worker_Ser,SGD_Type_Worker_Ski,SGD_Type_Worker_Cra,SGD_Type_Worker_Pla,SGD_Type_Worker_Ele,SGD_Type_Worker_Arm,SGD_less_than_54_sqft,SCH_ELEM,ratio_elem,SCH_ELEM_PRIVATE,PSGC_BRGY,cluster
0.65625,0.34375,0.05,0.41875,0.0763888888888889,0.8375,0.9861111111111112,0.0189573459715639,0.0426540284360189,0.0142180094786729,0.0853080568720379,0.2085308056872037,0.5071090047393365,0.0331753554502369,0.0142180094786729,0.0521327014218009,0.0236966824644549,0.2754491017964072,1.0,1.4954954954954955,0.0,PH150702001,2
0.7922077922077922,0.2077922077922078,0.0519480519480519,0.0086580086580086,0.2478260869565217,0.7402597402597403,0.8739130434782608,0.0744047619047619,0.0476190476190476,0.0029761904761904,0.0119047619047619,0.0476190476190476,0.5297619047619048,0.0535714285714285,0.119047619047619,0.1130952380952381,0.0,0.2875536480686695,1.0,1.4114832535885167,0.0,PH150702002,2
0.8709677419354839,0.1267281105990783,0.0990783410138248,0.7304147465437788,0.1475409836065573,0.6129032258064516,0.8875878220140515,0.0541561712846347,0.0516372795969773,0.0214105793450881,0.0403022670025188,0.070528967254408,0.4886649874055415,0.0327455919395466,0.0591939546599496,0.1649874055415617,0.0113350125944584,0.002092050209205,1.0,0.9197080291970803,0.0,PH150702005,0
0.7197802197802198,0.2362637362637362,0.0018315018315018,0.0128205128205128,0.0586080586080586,0.119047619047619,0.9413919413919414,0.0768463073852295,0.0169660678642714,0.0029940119760479,0.0239520958083832,0.1067864271457085,0.5259481037924152,0.0199600798403193,0.0489021956087824,0.1716566866267465,0.0049900199600798,0.0616570327552986,1.0,1.2106261859582543,0.0,PH150702006,2
0.8310502283105022,0.1575342465753424,0.2876712328767123,0.3219178082191781,0.1121495327102803,0.2123287671232876,0.9953271028037384,0.043859649122807,0.0263157894736842,0.0116959064327485,0.023391812865497,0.0847953216374269,0.4941520467836257,0.0818713450292397,0.1257309941520467,0.0964912280701754,0.0102339181286549,0.3915094339622642,1.0,0.745928338762215,0.0,PH150702007,0
0.6902536715620827,0.308411214953271,0.1829105473965287,0.6234979973297731,0.102803738317757,0.2763684913217623,0.9973297730307076,0.0605095541401273,0.0334394904458598,0.0167197452229299,0.0103503184713375,0.2961783439490446,0.2396496815286624,0.0342356687898089,0.0875796178343949,0.2117834394904458,0.0071656050955414,0.1454545454545454,1.0,1.0210772833723654,0.0,PH150702008,0
0.6559139784946236,0.3279569892473118,0.0,0.010752688172043,0.0934065934065934,0.6182795698924731,1.0,0.0547445255474452,0.0401459854014598,0.0072992700729927,0.0218978102189781,0.0693430656934306,0.5766423357664233,0.0218978102189781,0.0218978102189781,0.1824817518248175,0.0,0.2918918918918919,1.0,1.3333333333333333,0.0,PH150702010,2
0.8228782287822878,0.1771217712177121,0.007380073800738,0.047970479704797,0.1771217712177121,0.6568265682656826,0.985239852398524,0.0238095238095238,0.0166666666666666,0.0,0.0119047619047619,0.1166666666666666,0.5166666666666667,0.119047619047619,0.0523809523809523,0.1428571428571428,0.0,0.1904761904761904,1.0,1.169811320754717,0.0,PH150702011,2
0.6291390728476821,0.3675496688741722,0.0033112582781456,0.0463576158940397,0.1059602649006622,0.9900662251655628,0.9735099337748344,0.0562770562770562,0.0346320346320346,0.0,0.0151515151515151,0.0021645021645021,0.4848484848484848,0.0064935064935064,0.0649350649350649,0.3311688311688311,0.0043290043290043,0.003076923076923,1.0,0.23076923076923078,0.0,PH150702012,0
0.5495049504950495,0.396039603960396,0.0346534653465346,0.0148514851485148,0.1302083333333333,0.3762376237623762,0.9322916666666666,0.0334448160535117,0.0066889632107023,0.0167224080267558,0.020066889632107,0.0936454849498327,0.6120401337792643,0.0267558528428093,0.1304347826086956,0.0535117056856187,0.0066889632107023,0.1231527093596059,1.0,0.9683544303797469,0.0,PH150702013,0
